"NEW.ID_PROG";"BIOGEOREF";"REGBIOGEO";"HABITAT";"BIOGEO_HAB";"ALT";"LON";"LAT"
"919";"National";"Atlantique_central";"Aquatique";"National_Aquatique";39;2,408611;49,825833
"919";"National";"Atlantique_central";"Aquatique";"National_Aquatique";4;1,696643;50,327544
"92";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";152;0,940547999996115;48,9581179999781
"920";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";14;1,5925;50,56
"926";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";106;1,963542;48,717523
"93";"National";"Mediterraneen";"STOC-rozo";"National_STOC-rozo";245;9,4261440000051;42,5529559999899
"930";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";197;-3,39375;48,246
"94";"National";"Continental";"Terrestre";"National_Terrestre";196;5,44435300000494;47,0393639999864
"941";"Atlantique";"Lusitanien";"Terrestre";"Atlantique_Terrestre";2;-1,030225;44,682781
"944";"Atlantique";"Lusitanien";"Terrestre";"Atlantique_Terrestre";36;-1,601992;47,409989
"947";"National";"Continental";"STOC-rozo";"National_STOC-rozo";228;5,752451;45,807989
"948";"National";"Mediterraneen";"Terrestre";"National_Terrestre";169;3,720571;43,680844
"95";"Atlantique";"Lusitanien";"Terrestre";"Atlantique_Terrestre";14;-2,89538000000121;47,5874020000234
"951";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";147;-2,238293;47,941676
"953";"National";"Atlantique_central";"STOC-rozo";"National_STOC-rozo";44;0,327191;47,6669
"954";"Atlantique";"Lusitanien";"Terrestre";"Atlantique_Terrestre";73;-1,372402;46,676208
"955";"Atlantique";"Lusitanien";"Terrestre";"Atlantique_Terrestre";166;-0,419208;43,298413
"956";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";79;-0,0358;48,891
"958";"Atlantique";"Lusitanien";"Terrestre";"Atlantique_Terrestre";36;-1,601992;47,409989
"96";"National";"Atlantique_central";"STOC-rozo";"National_STOC-rozo";9;1,69475699999895;50,3162229999863
"960";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";47;-4,216042;48,24472
"97";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";9;1,69475699999895;50,3162229999863
"971";"National";"Altitude_sup_1200m";"Terrestre";"National_Terrestre";1764;6,589589;45,361431
"972";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";197;0,315694;48,607
"973";"Atlantique";"Lusitanien";"Terrestre";"Atlantique_Terrestre";50;0,104733;45,628281
"974";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";171;1,940436;48,674111
"975";"Atlantique";"Lusitanien";"Terrestre";"Atlantique_Terrestre";1;-2,899089;47,591964
"98";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";3;2,49127799999596;51,0632249999787
"99";"Atlantique";"Atlantique_central";"Terrestre";"Atlantique_Terrestre";77;2,44901199999928;48,6998329999966
"992";"Atlantique";"Lusitanien";"Terrestre";"Atlantique_Terrestre";10;-4,2378;47,8006
"993";"National";"Continental";"STOC-rozo";"National_STOC-rozo";252;7,449028;49,149722
"994";"Atlantique";"Lusitanien";"Terrestre";"Atlantique_Terrestre";6;-2,344852;47,404241
"996";"National";"Continental";"Terrestre";"National_Terrestre";209;5,546945;45,695522
