"YEAR";"BIOGEOREF";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
2008;"Atlantique";1,0952380952381;2;2,5;5,38461538461539;9,4;"FRICOE"
2009;"Atlantique";1,35;2,7027027027027;3,46153846153846;4,8;7,53146853146853;"FRICOE"
2010;"Atlantique";0,972163865546218;2,37692307692308;2,66798418972332;4,54166666666667;6,99434389140271;"FRICOE"
2011;"Atlantique";1,38399570354458;2;2,5;3,38811188811189;5,97454545454546;"FRICOE"
2012;"Atlantique";1,30394736842105;2,99866151100535;3,67832167832168;5,06688963210702;9,47999999999999;"FRICOE"
2013;"Atlantique";1,04285714285714;2;3;5;7,2;"FRICOE"
2014;"Atlantique";1,12087912087912;2,4;3;4;6,17142857142857;"FRICOE"
2015;"Atlantique";1,55526315789474;2,30769230769231;3;3,33333333333333;6,89387755102041;"FRICOE"
2016;"Atlantique";1,39827935222672;2,26648351648352;3;5,25;10,6071428571429;"FRICOE"
2017;"Atlantique";1,9;2,5;3,15789473684211;5;8,1;"FRICOE"
2018;"Atlantique";1,9125;2,52717391304348;3,46666666666667;5,75;10,875;"FRICOE"
2019;"Atlantique";1,46207865168539;2,5;3,75;4,48880597014925;8,92857142857143;"FRICOE"
2020;"Atlantique";1,78684210526316;2,5;3,33333333333333;5,09328358208955;9,20416666666667;"FRICOE"
2021;"Atlantique";1,73219814241486;2,5;3;5;11,1990049751244;"FRICOE"
2022;"Atlantique";1,3275;2,5;2,92857142857143;4,82142857142857;8,3625;"FRICOE"
1990;"Atlantique";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"GARGLA"
1991;"Atlantique";0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;"GARGLA"
1992;"Atlantique";1,13207547169811;1,13207547169811;1,13207547169811;1,13207547169811;1,13207547169811;"GARGLA"
1993;"Atlantique";0,670833333333333;0,708333333333333;0,75;0,791666666666667;0,829166666666667;"GARGLA"
1996;"Atlantique";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;"GARGLA"
2000;"Atlantique";0,820540540540541;0,908108108108108;1,00540540540541;1,1027027027027;1,19027027027027;"GARGLA"
2001;"Atlantique";1,11431623931624;1,14316239316239;1,20192307692308;1,25;1,25;"GARGLA"
2002;"Atlantique";0,568318318318318;0,683183183183183;0,810810810810811;1,47683397683398;2,07625482625483;"GARGLA"
2003;"Atlantique";0,888888888888889;1,13333333333333;1,67142857142857;2,41071428571429;3,89204545454545;"GARGLA"
2004;"Atlantique";1,03125;1,5;2,27884615384615;2,45192307692308;4,6875;"GARGLA"
2005;"Atlantique";1,2302036199095;1,82352941176471;2,07142857142857;2,78571428571429;3,1875;"GARGLA"
2006;"Atlantique";1,04612068965517;1,15086206896552;1,26724137931034;1,38362068965517;1,48836206896552;"GARGLA"
2007;"Atlantique";1,55294117647059;2,14285714285714;2,14285714285714;2,5;6,6;"GARGLA"
2008;"Atlantique";0,510416666666667;2,10234680573664;2,35384615384615;2,5;3;"GARGLA"
2009;"Atlantique";0,878918918918919;1,425;2,07142857142857;2,55681818181818;5,42727272727273;"GARGLA"
2010;"Atlantique";1,19830827067669;2,30769230769231;2,5;3;7,42857142857143;"GARGLA"
2011;"Atlantique";1,71666666666667;2;2,30769230769231;3,55769230769231;5,79230769230769;"GARGLA"
2012;"Atlantique";1,62857142857143;2,5;2,99821534800713;3;5,46666666666667;"GARGLA"
2013;"Atlantique";0,983333333333333;1,94196428571429;2,81578947368421;3;8,1;"GARGLA"
2014;"Atlantique";1,575;2,5;3;3;4,29230769230769;"GARGLA"
2015;"Atlantique";1,35267857142857;2,59328358208955;3;3;4,05;"GARGLA"
2016;"Atlantique";1,1614165329053;2,03571428571429;2,40384615384615;3;5,675;"GARGLA"
2017;"Atlantique";1,10027472527473;2,22527472527473;2,5;3;3;"GARGLA"
2018;"Atlantique";2;2,45;3;3;4,04761904761905;"GARGLA"
2019;"Atlantique";1,7;2,5;2,5;3;6,60000000000001;"GARGLA"
2020;"Atlantique";1,4;2,5;2,5;3;6;"GARGLA"
2021;"Atlantique";2,575;3;3;3,875;4,85;"GARGLA"
2022;"Atlantique";1,42582417582418;2,5;2,86363636363636;3;4,17115384615385;"GARGLA"
2002;"Atlantique";5;5;5;5;5;"HIPICT"
2005;"Atlantique";0,985294117647058;1,91176470588235;2,94117647058824;3,97058823529412;4,89705882352941;"HIPICT"
2006;"Atlantique";2,5;2,5;2,5;2,5;2,5;"HIPICT"
2007;"Atlantique";3,00833333333333;3,08333333333333;3,16666666666667;3,25;3,325;"HIPICT"
2008;"Atlantique";4,5;4,5;4,5;4,5;4,5;"HIPICT"
2010;"Atlantique";4,5375;4,875;5,25;5,625;5,9625;"HIPICT"
2011;"Atlantique";2,74772727272727;2,93181818181818;4;8,25;17,025;"HIPICT"
2012;"Atlantique";3,2875;5,875;8,75;8,875;8,9875;"HIPICT"
2013;"Atlantique";3;3;3;3,16666666666667;3,31666666666667;"HIPICT"
2014;"Atlantique";3,05;3,5;4;7,83333333333333;11,2833333333333;"HIPICT"
2015;"Atlantique";3;3;3;4,5;5,85;"HIPICT"
2016;"Atlantique";2,55;3;3;3;8,4;"HIPICT"
2017;"Atlantique";2,5;2,5;2,5;2,75;2,975;"HIPICT"
2018;"Atlantique";3;3;3;3;3;"HIPICT"
2019;"Atlantique";2,5;2,5;2,5;2,5;2,5;"HIPICT"
2021;"Atlantique";3;3;3;3;3;"HIPICT"
2022;"Atlantique";3;3;3;3;3;"HIPICT"
1990;"Atlantique";0,618823529411765;0,894117647058824;1,2;1,85;2,435;"HIPPOL"
1991;"Atlantique";1,81227272727273;1,92272727272727;2,04545454545455;3,22860962566845;4,29344919786096;"HIPPOL"
1992;"Atlantique";2,57285714285714;2,58571428571429;2,6;3,44285714285714;4,20142857142857;"HIPPOL"
1993;"Atlantique";0,658888888888889;1,18888888888889;1,77777777777778;2,17460317460317;2,53174603174603;"HIPPOL"
1994;"Atlantique";1,91702127659574;1,93617021276596;1,95744680851064;1,97872340425532;1,99787234042553;"HIPPOL"
1995;"Atlantique";0,767727272727273;1,54090909090909;2,4;2,62857142857143;2,83428571428571;"HIPPOL"
1996;"Atlantique";2,44444444444444;2,44444444444444;2,44444444444444;2,44444444444444;2,44444444444444;"HIPPOL"
1997;"Atlantique";4,11764705882353;4,11764705882353;4,11764705882353;4,11764705882353;4,11764705882353;"HIPPOL"
1998;"Atlantique";3,97058823529412;3,97058823529412;3,97058823529412;3,97058823529412;3,97058823529412;"HIPPOL"
1999;"Atlantique";0,848214285714286;0,982142857142857;1,13095238095238;1,2797619047619;1,41369047619048;"HIPPOL"
2000;"Atlantique";1,04940476190476;2,99404761904762;3,85714285714286;4,15384615384615;4,56923076923077;"HIPPOL"
2001;"Atlantique";1,03125;1,35416666666667;1,97619047619048;2,3021978021978;7,69230769230769;"HIPPOL"
2002;"Atlantique";0,866666666666667;2,06878306878307;4,28571428571429;5,5;10,9;"HIPPOL"
2003;"Atlantique";1,25892857142857;2,29166666666667;3,80952380952381;6,32142857142857;10,5391666666667;"HIPPOL"
2004;"Atlantique";1,44444444444444;2,475;4,67532467532468;8,29166666666667;14,7596153846154;"HIPPOL"
2005;"Atlantique";1,65714285714286;2,5;4;5,38461538461539;19,1153846153846;"HIPPOL"
2006;"Atlantique";2,05357142857143;2,68333333333333;4,73626373626374;10,0757575757576;17,5384615384615;"HIPPOL"
2007;"Atlantique";1,0375;2,20714285714286;3,54166666666667;7,875;14,8788461538462;"HIPPOL"
2008;"Atlantique";1,23125;2,35576923076923;3;4,75;10,7211538461538;"HIPPOL"
2009;"Atlantique";1,52432432432432;2,72727272727273;5,53846153846154;6,92307692307692;16,9230769230769;"HIPPOL"
2010;"Atlantique";1,86160714285714;3;5,51666666666667;7,125;16,8884615384615;"HIPPOL"
2011;"Atlantique";1,83333333333333;3;5,45454545454546;10,0699300699301;28,6538461538462;"HIPPOL"
2012;"Atlantique";2,85;3,55477855477855;5;8,41666666666667;22,3961538461539;"HIPPOL"
2013;"Atlantique";1,54166666666667;4,02272727272727;6;8,75;31,5336538461538;"HIPPOL"
2014;"Atlantique";2,06785714285714;2,875;5,22727272727273;9,625;21,8012820512821;"HIPPOL"
2015;"Atlantique";2,43269230769231;3,13265306122449;6;8,16666666666667;19,1794871794872;"HIPPOL"
2016;"Atlantique";2,14285714285714;2,5;3,33333333333333;8;21,2307692307692;"HIPPOL"
2017;"Atlantique";2,00105042016807;3,24404761904762;5,45454545454546;8,5;23,349358974359;"HIPPOL"
2018;"Atlantique";2,01995798319328;3;5;7;16,3125;"HIPPOL"
2019;"Atlantique";1,93529411764706;3,96296296296296;5;8,75;17,4775641025641;"HIPPOL"
2020;"Atlantique";2,33455882352941;3;5;8,91666666666667;15,8269230769231;"HIPPOL"
2021;"Atlantique";1,98214285714286;3;5;7,75;17,2307692307692;"HIPPOL"
2022;"Atlantique";1,58214285714286;2,75;4,28571428571429;8;17,1384615384615;"HIPPOL"
1990;"Atlantique";0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;"HIRRUS"
1991;"Atlantique";0,595588235294118;0,661764705882353;0,735294117647059;0,808823529411765;0,875;"HIRRUS"
1994;"Atlantique";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"HIRRUS"
2000;"Atlantique";1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;"HIRRUS"
2001;"Atlantique";0,942857142857143;1,71428571428571;2,15384615384615;2,45192307692308;2,84134615384615;"HIRRUS"
2002;"Atlantique";0,860833333333333;1,10833333333333;2,1;3,58928571428571;5,18035714285714;"HIRRUS"
2003;"Atlantique";1,51666666666667;1,66666666666667;2,5;2,72727272727273;4,12987012987013;"HIRRUS"
2004;"Atlantique";1,21442307692308;1,98214285714286;2,5;2,83333333333333;3;"HIRRUS"
2005;"Atlantique";1,60833333333333;2,36111111111111;3,46153846153846;4,64285714285714;7,125;"HIRRUS"
2006;"Atlantique";1,00344827586207;1,03448275862069;1,15384615384615;2,5;4,10714285714286;"HIRRUS"
2007;"Atlantique";1,07131147540984;1,65607226497156;2,30769230769231;2,75;7,73571428571428;"HIRRUS"
2008;"Atlantique";0,858333333333333;1,4375;2,06896551724138;2,75;3;"HIRRUS"
2009;"Atlantique";2,5375;2,875;3,64285714285714;4,94505494505495;6,72527472527473;"HIRRUS"
2010;"Atlantique";2,3125;2,35576923076923;2,40384615384615;2,45192307692308;2,49519230769231;"HIRRUS"
2011;"Atlantique";2,32211538461538;2,45192307692308;2,75;3,5;4,85;"HIRRUS"
2012;"Atlantique";1,275;2,36538461538462;3,57692307692308;4,78846153846154;5,87884615384615;"HIRRUS"
2013;"Atlantique";1,41248303934871;2,03527815468114;2,72727272727273;7,36363636363636;11,5363636363636;"HIRRUS"
2014;"Atlantique";2,76623376623377;3,11688311688312;3,50649350649351;3,8961038961039;4,24675324675325;"HIRRUS"
2015;"Atlantique";2,54464285714286;2,94642857142857;3,39285714285714;3,83928571428571;4,24107142857143;"HIRRUS"
2016;"Atlantique";3;3;3;3;3;"HIRRUS"
2017;"Atlantique";2,5054347826087;2,55434782608696;2,60869565217391;2,63768115942029;2,66376811594203;"HIRRUS"
2018;"Atlantique";2,5875;3,375;4,25;5,125;5,9125;"HIRRUS"
2019;"Atlantique";2,025;2,25;2,5;2,59328358208955;2,67723880597015;"HIRRUS"
2020;"Atlantique";3,56617647058824;3,89705882352941;4,26470588235294;4,63235294117647;4,96323529411765;"HIRRUS"
2021;"Atlantique";4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;"HIRRUS"
2022;"Atlantique";2,0556338028169;2,55633802816901;3,11267605633803;3,66901408450704;4,16971830985915;"HIRRUS"
2000;"Atlantique";1,92307692307692;1,92307692307692;1,92307692307692;1,92307692307692;1,92307692307692;"LANRIO"
2001;"Atlantique";1,21153846153846;1,73076923076923;2,30769230769231;2,88461538461538;3,40384615384615;"LANRIO"
2002;"Atlantique";1,24407407407407;1,64074074074074;2,08148148148148;2,52222222222222;2,91888888888889;"LANRIO"
2004;"Atlantique";1,21153846153846;1,73076923076923;2,30769230769231;3,02884615384615;3,67788461538462;"LANRIO"
2005;"Atlantique";1,16071428571429;1,22252747252747;1,29120879120879;1,35989010989011;1,4217032967033;"LANRIO"
2006;"Atlantique";1,45054945054945;1,64835164835165;1,86813186813187;2,08791208791209;2,28571428571429;"LANRIO"
2007;"Atlantique";1,88169642857143;1,94196428571429;2,00892857142857;2,07589285714286;2,13616071428571;"LANRIO"
2008;"Atlantique";1,42857142857143;1,42857142857143;1,42857142857143;1,42857142857143;1,42857142857143;"LANRIO"
2009;"Atlantique";1,10233516483516;1,38049450549451;1,68956043956044;1,99862637362637;2,27678571428571;"LANRIO"
2010;"Atlantique";1,45054945054945;1,64835164835165;1,86813186813187;2,08791208791209;2,28571428571429;"LANRIO"
2011;"Atlantique";2,03636363636364;2,36363636363636;2,72727272727273;2,97077922077922;3,18993506493506;"LANRIO"
2012;"Atlantique";1,07554945054945;1,11263736263736;1,15384615384615;1,57692307692308;1,95769230769231;"LANRIO"
2013;"Atlantique";1,1043956043956;1,4010989010989;1,73076923076923;2,53205128205128;3,25320512820513;"LANRIO"
2014;"Atlantique";3,03461538461538;3,34615384615385;3,95299145299145;4,58333333333333;4,95833333333333;"LANRIO"
2015;"Atlantique";0,669642857142857;1,875;3,21428571428571;4,10714285714286;4,91071428571429;"LANRIO"
2016;"Atlantique";1,63083791208791;1,84409340659341;2,21153846153846;4,375;9,4375;"LANRIO"
2017;"Atlantique";1,07348901098901;1,09203296703297;1,11263736263736;1,13324175824176;1,15178571428571;"LANRIO"
2018;"Atlantique";1,07348901098901;1,09203296703297;1,11263736263736;1,13324175824176;1,15178571428571;"LANRIO"
2019;"Atlantique";2,14285714285714;2,14285714285714;2,30769230769231;2,5;4,10714285714286;"LANRIO"
2020;"Atlantique";1,25307692307692;1,73076923076923;2,14285714285714;3,75;4,23214285714286;"LANRIO"
2021;"Atlantique";2,58928571428571;3,39285714285714;4,28571428571429;4,28571428571429;4,28571428571429;"LANRIO"
2022;"Atlantique";1,30192307692308;2,10714285714286;2,67857142857143;4;6,20625;"LANRIO"
2000;"Atlantique";1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;"LOCNAE"
2001;"Atlantique";2,88461538461538;2,88461538461538;2,88461538461538;2,88461538461538;2,88461538461538;"LOCNAE"
2002;"Atlantique";1,125;1,25;1,38888888888889;1,52777777777778;1,65277777777778;"LOCNAE"
2003;"Atlantique";0,854166666666667;1,04166666666667;1,62698412698413;2,85714285714286;4,78571428571429;"LOCNAE"
2004;"Atlantique";1,11458333333333;1,14583333333333;1,18055555555556;1,21527777777778;1,24652777777778;"LOCNAE"
2005;"Atlantique";1,10714285714286;1,42857142857143;1,85185185185185;2,14285714285714;4,71428571428572;"LOCNAE"
2006;"Atlantique";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"LOCNAE"
2007;"Atlantique";1,10714285714286;1,42857142857143;1,78571428571429;2,14285714285714;2,46428571428571;"LOCNAE"
2008;"Atlantique";1,33928571428571;2,14285714285714;2,4;3;3;"LOCNAE"
2009;"Atlantique";1,28;2;2,5;3;3,9;"LOCNAE"
2010;"Atlantique";2,44087837837838;2,625;3;3;6,9375;"LOCNAE"
2011;"Atlantique";1,62857142857143;2,5;3;3;5,36363636363636;"LOCNAE"
2012;"Atlantique";2,5;2,5;3;3;3,525;"LOCNAE"
2013;"Atlantique";2,5;2,72727272727273;3;4,16666666666667;5,8;"LOCNAE"
2014;"Atlantique";2,625;3,75;5;5,5;5,95;"LOCNAE"
2015;"Atlantique";0,830357142857143;2,5;3;4,747444136118;4,9992332408354;"LOCNAE"
2016;"Atlantique";1,16071428571429;2,08333333333333;2,5;3;3,28333333333333;"LOCNAE"
2017;"Atlantique";2,5;2,75;3;4,875;6,97142857142857;"LOCNAE"
2018;"Atlantique";1,2225;1,425;2,25;3,75;5,775;"LOCNAE"
2019;"Atlantique";3,4;4;4,66666666666667;5,33333333333333;5,93333333333333;"LOCNAE"
2020;"Atlantique";2,17207792207792;2,43506493506494;2,72727272727273;2,86363636363636;2,98636363636364;"LOCNAE"
2021;"Atlantique";3;3;3;3;3;"LOCNAE"
2022;"Atlantique";2,80909090909091;3,54545454545455;4,36363636363636;5,18181818181818;5,91818181818182;"LOCNAE"
1990;"Atlantique";1,321875;3,09375;4,125;7,19852941176471;14,4845588235294;"LUSMEG"
1991;"Atlantique";1,42171717171717;1,94444444444444;3;5;8,26470588235294;"LUSMEG"
1992;"Atlantique";1,24;2,4;3,21428571428571;5,47169811320755;5,94716981132076;"LUSMEG"
1993;"Atlantique";0,870833333333333;1,20833333333333;2,01666666666667;3,525;5,7525;"LUSMEG"
1994;"Atlantique";1,38039513677812;2,3145896656535;3,35258358662614;4,39057750759878;5,32477203647416;"LUSMEG"
1995;"Atlantique";0,940227272727273;1,30227272727273;1,70454545454545;4,4237012987013;6,87094155844156;"LUSMEG"
1996;"Atlantique";1,33333333333333;1,33333333333333;1,33333333333333;1,33333333333333;1,33333333333333;"LUSMEG"
1997;"Atlantique";3,52941176470588;3,52941176470588;3,52941176470588;3,52941176470588;3,52941176470588;"LUSMEG"
1998;"Atlantique";0,900735294117647;1,50735294117647;2,18137254901961;2,85539215686275;3,46200980392157;"LUSMEG"
1999;"Atlantique";0,944444444444444;1,94444444444444;3,05555555555556;4,09920634920635;5,03849206349206;"LUSMEG"
2000;"Atlantique";1,26282051282051;2,24358974358974;3,33333333333333;5,09523809523809;6,68095238095238;"LUSMEG"
2001;"Atlantique";2,80515873015873;3,0515873015873;4,26373626373626;6,25;8,58653846153846;"LUSMEG"
2002;"Atlantique";1,26153846153846;2,5;4,28571428571429;6;10,3214285714286;"LUSMEG"
2003;"Atlantique";1,62222222222222;2,85714285714286;4;5,2;7,07142857142857;"LUSMEG"
2004;"Atlantique";1,29166666666667;2;3,42857142857143;6,4;7,35;"LUSMEG"
2005;"Atlantique";1,03888888888889;3;4,41176470588235;8,44642857142857;12,1875;"LUSMEG"
2006;"Atlantique";1,275;3;4,06666666666667;6,25549450549451;8,67067307692308;"LUSMEG"
2007;"Atlantique";1,55892857142857;3,33379120879121;6,6025641025641;9;15,215;"LUSMEG"
2008;"Atlantique";1,13825757575758;2,875;6;7,01923076923077;10,8825;"LUSMEG"
2009;"Atlantique";1,1375;2,51748251748252;5;6,92307692307692;14,715;"LUSMEG"
2010;"Atlantique";2,14285714285714;5;5,35714285714286;7,5;17,5;"LUSMEG"
2011;"Atlantique";2,56022727272727;3,43137254901961;5;9;14,8186813186813;"LUSMEG"
2012;"Atlantique";1,5;3;5,83333333333333;7,5;13,3846153846154;"LUSMEG"
2013;"Atlantique";2;3;4,5;5,34523809523809;9,05128205128205;"LUSMEG"
2014;"Atlantique";1,5;3;4;5,14705882352941;8,71678321678321;"LUSMEG"
2015;"Atlantique";1,5;2,5;3,33333333333333;6;11,175;"LUSMEG"
2016;"Atlantique";1,5;2,54166666666667;3,33333333333333;5,75;12,75;"LUSMEG"
2017;"Atlantique";1,85357142857143;2,86363636363636;4,41176470588235;5,47008547008547;19,95;"LUSMEG"
2018;"Atlantique";2,35147058823529;4,6875;6;9,55357142857143;14,2875;"LUSMEG"
2019;"Atlantique";1,4592462751972;2,5;4,28571428571429;5,71428571428571;13,6;"LUSMEG"
2020;"Atlantique";2;3;3,75;7,5;10,5357142857143;"LUSMEG"
2021;"Atlantique";2,08214285714286;3,9375;6;7,5;11,8690476190476;"LUSMEG"
2022;"Atlantique";2,34821428571429;3,9375;6;7,76785714285714;16,6375;"LUSMEG"
1999;"Atlantique";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"LUSSVE"
2000;"Atlantique";0,883011583011583;1,11583011583012;1,37451737451737;1,63320463320463;1,86602316602317;"LUSSVE"
2001;"Atlantique";1,28571428571429;1,28571428571429;1,28571428571429;1,28571428571429;1,28571428571429;"LUSSVE"
2002;"Atlantique";4;4;4;4;4;"LUSSVE"
2003;"Atlantique";4,33333333333333;4,33333333333333;4,33333333333333;4,33333333333333;4,33333333333333;"LUSSVE"
2004;"Atlantique";0,902380952380952;1,30952380952381;1,76190476190476;2,21428571428571;2,62142857142857;"LUSSVE"
2005;"Atlantique";0,885714285714286;1,14285714285714;1,42857142857143;1,71428571428571;1,97142857142857;"LUSSVE"
2006;"Atlantique";2;2;2;2;2;"LUSSVE"
2007;"Atlantique";0,889285714285714;1,17857142857143;1,5;1,82142857142857;2,11071428571429;"LUSSVE"
2008;"Atlantique";2,05714285714286;2,57142857142857;3,14285714285714;3,71428571428571;4,22857142857143;"LUSSVE"
2009;"Atlantique";4,61538461538461;4,61538461538461;4,61538461538461;4,61538461538461;4,61538461538461;"LUSSVE"
2010;"Atlantique";1,83689839572192;2,48663101604278;2,86363636363636;3,25;3,925;"LUSSVE"
2011;"Atlantique";1,375;2,5;2,72727272727273;3;4,35;"LUSSVE"
2012;"Atlantique";2,77575757575758;3,21212121212121;3,6969696969697;4,18181818181818;4,61818181818182;"LUSSVE"
2013;"Atlantique";2,51136363636364;2,61363636363636;2,72727272727273;3,36363636363636;3,93636363636364;"LUSSVE"
2014;"Atlantique";2,53333333333333;4,33333333333333;5,3125;6,60511363636364;9,25142045454546;"LUSSVE"
2015;"Atlantique";1,934375;2,46875;2,82874216586503;2,99311324879754;2,99931132487975;"LUSSVE"
2016;"Atlantique";2,73153409090909;2,76988636363636;2,8125;2,90625;2,990625;"LUSSVE"
2017;"Atlantique";2,73409090909091;2,79545454545455;2,86363636363636;2,93181818181818;2,99318181818182;"LUSSVE"
2018;"Atlantique";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"LUSSVE"
2019;"Atlantique";2,5375;2,875;3,25;3,625;3,9625;"LUSSVE"
2020;"Atlantique";2,05;2,5;3;9;14,4;"LUSSVE"
2021;"Atlantique";2,025;2,25;2,5;2,75;2,975;"LUSSVE"
2022;"Atlantique";2,72727272727273;2,72727272727273;2,72727272727273;2,86363636363636;2,98636363636364;"LUSSVE"
2000;"Atlantique";0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;"MILCAL"
2004;"Atlantique";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"MILCAL"
2005;"Atlantique";0,900824175824176;1,29395604395604;1,73076923076923;2,11538461538462;2,46153846153846;"MILCAL"
2006;"Atlantique";1,7146978021978;1,71840659340659;1,72252747252747;1,72664835164835;1,73035714285714;"MILCAL"
2007;"Atlantique";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"MILCAL"
2009;"Atlantique";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"MILCAL"
2010;"Atlantique";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"MILCAL"
2011;"Atlantique";3,46153846153846;3,46153846153846;3,46153846153846;3,46153846153846;3,46153846153846;"MILCAL"
2012;"Atlantique";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"MILCAL"
2013;"Atlantique";2,375;2,98076923076923;3,65384615384615;4,32692307692308;4,93269230769231;"MILCAL"
2014;"Atlantique";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"MILCAL"
2016;"Atlantique";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"MILCAL"
2017;"Atlantique";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"MILCAL"
2018;"Atlantique";2,5;2,5;2,5;2,5;2,5;"MILCAL"
2019;"Atlantique";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"MILCAL"
2020;"Atlantique";3,33653846153846;3,36538461538462;3,3974358974359;3,42948717948718;3,45833333333333;"MILCAL"
2021;"Atlantique";1,17857142857143;1,4010989010989;1,64835164835165;1,8956043956044;2,11813186813187;"MILCAL"
2022;"Atlantique";1,25;2,11538461538462;3,07692307692308;4,03846153846154;4,90384615384615;"MILCAL"
1990;"Atlantique";0,75;0,75;0,75;0,75;0,75;"MUSSTR"
1991;"Atlantique";2,64705882352941;2,64705882352941;2,64705882352941;2,64705882352941;2,64705882352941;"MUSSTR"
1993;"Atlantique";1,71428571428571;1,71428571428571;1,71428571428571;1,71428571428571;1,71428571428571;"MUSSTR"
1996;"Atlantique";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;"MUSSTR"
1997;"Atlantique";2,64705882352941;2,64705882352941;2,64705882352941;2,64705882352941;2,64705882352941;"MUSSTR"
2000;"Atlantique";1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;"MUSSTR"
2001;"Atlantique";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"MUSSTR"
2002;"Atlantique";0,866071428571428;1,16071428571429;1,48809523809524;1,81547619047619;2,11011904761905;"MUSSTR"
2003;"Atlantique";2,5;2,5;2,5;2,5;2,5;"MUSSTR"
2004;"Atlantique";2,5;2,5;2,5;2,5;2,5;"MUSSTR"
2005;"Atlantique";0,871428571428572;1;1,11111111111111;1,15384615384615;1,46538461538462;"MUSSTR"
2006;"Atlantique";2,16428571428571;2,35714285714286;2,57142857142857;2,78571428571429;2,97857142857143;"MUSSTR"
2007;"Atlantique";1,80252100840336;2,14285714285714;2,5;3,46153846153846;4,2032967032967;"MUSSTR"
2008;"Atlantique";1,25274725274725;2,14285714285714;2,25;2,30769230769231;4,08791208791209;"MUSSTR"
2009;"Atlantique";2;2;2;3,51748251748252;4,88321678321678;"MUSSTR"
2010;"Atlantique";1,48571428571429;2;2,30769230769231;2,4;2,4;"MUSSTR"
2011;"Atlantique";2,48076923076923;4,03846153846154;5,76923076923077;7,38461538461538;8,83846153846154;"MUSSTR"
2012;"Atlantique";1,22596153846154;2,36013986013986;2,75784893274482;2,99955383700178;5,07649253731343;"MUSSTR"
2013;"Atlantique";1,05;3;3;3,33333333333333;3,96019900497512;"MUSSTR"
2014;"Atlantique";2;2,125;2,59328358208955;2,92164179104478;6,625;"MUSSTR"
2015;"Atlantique";1,58899253731343;2,38992537313433;3,00995024875622;3,92857142857143;5,53571428571428;"MUSSTR"
2016;"Atlantique";1,56964285714286;2,19642857142857;2,89285714285714;3,58928571428571;4,21607142857143;"MUSSTR"
2017;"Atlantique";2,03432835820896;2,34328358208955;2,6865671641791;3,48614072494669;4,20575692963753;"MUSSTR"
2018;"Atlantique";3,02910447761194;3,2910447761194;3,58208955223881;3,93390191897655;4,25053304904051;"MUSSTR"
2019;"Atlantique";2;2,10714285714286;2,75;3,32142857142857;5,18283582089552;"MUSSTR"
2020;"Atlantique";1,47727272727273;2,5;5,37313432835821;8;8,51428571428571;"MUSSTR"
2021;"Atlantique";1,21730769230769;1,78846153846154;4,21428571428571;8,03571428571428;12,375;"MUSSTR"
2022;"Atlantique";2,00714285714286;2,07142857142857;2,14285714285714;5,35714285714286;8,25;"MUSSTR"
1990;"Atlantique";0,6;0,6;0,6;0,6;0,6;"PAPALU"
1991;"Atlantique";0,846590909090909;0,965909090909091;1,09848484848485;1,23106060606061;1,35037878787879;"PAPALU"
1992;"Atlantique";0,566037735849057;0,566037735849057;0,566037735849057;0,566037735849057;0,566037735849057;"PAPALU"
1993;"Atlantique";0,670833333333333;0,708333333333333;0,75;0,791666666666667;0,829166666666667;"PAPALU"
1996;"Atlantique";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"PAPALU"
