"YEAR";"BIOGEOREF";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
2012;"Atlantique";2,68465909090909;2,79545454545455;4,49821534800713;6,11449228938818;8,06089743589744;"CARLIS"
2013;"Atlantique";2,29285714285714;3,375;3,79807692307692;5,09328358208955;5,89029850746269;"CARLIS"
2014;"Atlantique";1,58035714285714;2,35714285714286;3,23076923076923;3,86538461538462;4,875;"CARLIS"
2015;"Atlantique";2,19642857142857;2,55434782608696;3,46153846153846;4,25;5,1375;"CARLIS"
2016;"Atlantique";2,60625;4,28571428571429;4,80769230769231;6;11,8875;"CARLIS"
2017;"Atlantique";1,17857142857143;2,58333333333333;2,72727272727273;4,45054945054945;9,58333333333333;"CARLIS"
2018;"Atlantique";1,5731456043956;3;4,5;5,8125;10,9916666666667;"CARLIS"
2019;"Atlantique";1,49145299145299;1,58997252747253;3,25;4,56818181818182;8,12142857142857;"CARLIS"
2020;"Atlantique";1,83173076923077;2,67045454545455;3;4,85;6,51041666666667;"CARLIS"
2021;"Atlantique";1,61310728744939;2,425;3,10714285714286;4,20833333333333;6;"CARLIS"
2022;"Atlantique";1,18846153846154;1,5;3;5;5,9;"CARLIS"
1993;"Atlantique";1,33333333333333;1,33333333333333;1,33333333333333;1,33333333333333;1,33333333333333;"CERYLA"
1994;"Atlantique";0,650118203309693;0,756501182033097;0,874704491725768;0,99290780141844;1,09929078014184;"CERYLA"
1995;"Atlantique";0,727272727272727;1,13636363636364;1,59090909090909;2,04545454545455;2,45454545454545;"CERYLA"
1996;"Atlantique";0,888888888888889;0,888888888888889;0,888888888888889;0,888888888888889;0,888888888888889;"CERYLA"
1997;"Atlantique";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"CERYLA"
2000;"Atlantique";1,15625;1,17788461538462;1,20192307692308;1,22596153846154;1,24759615384615;"CERYLA"
2001;"Atlantique";0,886607142857143;1,15178571428571;1,48214285714286;1,86263736263736;2,26318681318681;"CERYLA"
2002;"Atlantique";0,427927927927928;0,694444444444444;1,28571428571429;3,45238095238095;4,78571428571428;"CERYLA"
2003;"Atlantique";0,593253968253968;1,17857142857143;2,32142857142857;2,5;4,25;"CERYLA"
2004;"Atlantique";0,965178571428571;1,5;2,5;4,07142857142857;4,89423076923077;"CERYLA"
2005;"Atlantique";1,2;2;2,25;2,5;3,9;"CERYLA"
2006;"Atlantique";1,5375;1,875;2,07142857142857;2,67857142857143;4,125;"CERYLA"
2007;"Atlantique";0,952727272727273;1,6;2,14285714285714;3,39285714285714;4,89285714285714;"CERYLA"
2008;"Atlantique";1,09821428571429;1,75;4,16666666666667;4,45054945054945;5,32867132867133;"CERYLA"
2009;"Atlantique";1,1344111969112;1,5;2,07142857142857;2,37692307692308;3,82670454545455;"CERYLA"
2010;"Atlantique";1,0875;1,31666666666667;1,9047619047619;2,26648351648352;2,91346153846154;"CERYLA"
2011;"Atlantique";1,68627450980392;2;2,30769230769231;2,51748251748252;4,02857142857143;"CERYLA"
2012;"Atlantique";1,575;2,15384615384615;2,30769230769231;2,99910767400356;7,73571428571428;"CERYLA"
2013;"Atlantique";0,541666666666667;1,5;2,5;4;7,41176470588235;"CERYLA"
2014;"Atlantique";1,16428571428571;2;2,4;2,72727272727273;2,97272727272727;"CERYLA"
2015;"Atlantique";1,41964285714286;2,625;3,33333333333333;4,53296703296703;7,7;"CERYLA"
2016;"Atlantique";1,96153846153846;2,30769230769231;2,5;3,33333333333333;5,8;"CERYLA"
2017;"Atlantique";1,23214285714286;2,10714285714286;2,5;4,46428571428571;6,41666666666667;"CERYLA"
2018;"Atlantique";1,65;2,14285714285714;3;3;4,72727272727273;"CERYLA"
2019;"Atlantique";1,53125;2,10714285714286;2,5;3,24404761904762;4,17857142857143;"CERYLA"
2020;"Atlantique";1,78928571428571;2,5;2,5;3,16666666666667;5,55;"CERYLA"
2021;"Atlantique";1,73361204013378;2,14285714285714;2,75;4,04761904761905;5,675;"CERYLA"
2022;"Atlantique";2,35576923076923;2,5;3;3,42532467532468;7,63636363636364;"CERYLA"
1991;"Atlantique";1,76470588235294;1,76470588235294;1,76470588235294;1,76470588235294;1,76470588235294;"CETCET"
1992;"Atlantique";0,566037735849057;0,566037735849057;0,566037735849057;0,566037735849057;0,566037735849057;"CETCET"
1993;"Atlantique";1,71428571428571;1,71428571428571;1,71428571428571;1,71428571428571;1,71428571428571;"CETCET"
1994;"Atlantique";1,42857142857143;1,42857142857143;1,42857142857143;1,42857142857143;1,42857142857143;"CETCET"
1995;"Atlantique";2,57142857142857;2,57142857142857;2,57142857142857;2,57142857142857;2,57142857142857;"CETCET"
1997;"Atlantique";1,76470588235294;1,76470588235294;1,76470588235294;1,76470588235294;1,76470588235294;"CETCET"
1998;"Atlantique";0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;"CETCET"
1999;"Atlantique";1,42857142857143;1,42857142857143;1,42857142857143;1,42857142857143;1,42857142857143;"CETCET"
2000;"Atlantique";2,57471042471042;2,6042471042471;2,63706563706564;2,66988416988417;2,69942084942085;"CETCET"
2001;"Atlantique";2,08461538461538;2,84615384615385;3,69230769230769;4,53846153846154;5,3;"CETCET"
2002;"Atlantique";1,01944444444444;1,6966966966967;2,47142857142857;3,57142857142857;4,23571428571429;"CETCET"
2003;"Atlantique";1,0625;1,66071428571429;2,64285714285714;3,78571428571429;8,375;"CETCET"
2004;"Atlantique";0,866666666666667;2,07142857142857;3,46153846153846;4,80769230769231;5;"CETCET"
2005;"Atlantique";2,16428571428571;2,30769230769231;2,8;3,75;7,04615384615385;"CETCET"
2006;"Atlantique";1,22857142857143;2,30769230769231;2,85714285714286;4,23076923076923;4,85714285714286;"CETCET"
2007;"Atlantique";1,62012711864407;2,23214285714286;2,5;3,48571428571429;9,05064102564103;"CETCET"
2008;"Atlantique";1,15;2,33016983016983;4,09090909090909;6;10,5;"CETCET"
2009;"Atlantique";1,5;1,70192307692308;2,64935064935065;5,03846153846154;8,625;"CETCET"
2010;"Atlantique";1,57279411764706;2,23076923076923;2,97058823529412;4,05100334448161;9,80833333333333;"CETCET"
2011;"Atlantique";1,1;1,57894736842105;2,72727272727273;4;4,59230769230769;"CETCET"
2012;"Atlantique";1,46086956521739;2,02631578947368;2,51748251748252;2,99970249900833;4,9683257918552;"CETCET"
2013;"Atlantique";1,70454545454545;1,9375;2,5;3,90468227424749;6;"CETCET"
2014;"Atlantique";1,56666666666667;2,61363636363636;3;3,54166666666667;9,6;"CETCET"
2015;"Atlantique";1,825;3;4;6,13461538461539;8,81136363636363;"CETCET"
2016;"Atlantique";1,68644662921348;3,09375;4,33333333333333;6,75;13,125;"CETCET"
2017;"Atlantique";2;2,5;3;4,16666666666667;8,06666666666667;"CETCET"
2018;"Atlantique";1,83333333333333;2,5;3;5;10;"CETCET"
2019;"Atlantique";1,35;2,5;3,16666666666667;5,21590909090909;10,2375;"CETCET"
2020;"Atlantique";1,49953183520599;2,67045454545455;3,48484848484848;5,15;7,81490384615384;"CETCET"
2021;"Atlantique";1,375;2,55681818181818;3,875;5;8,91923076923077;"CETCET"
2022;"Atlantique";1,68181818181818;2,85714285714286;3,31395348837211;5,45454545454546;8,94444444444444;"CETCET"
1995;"Atlantique";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"CISJUN"
2000;"Atlantique";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"CISJUN"
2001;"Atlantique";1,71428571428571;1,71428571428571;1,71428571428571;1,71428571428571;1,71428571428571;"CISJUN"
2003;"Atlantique";0,864285714285714;0,928571428571429;1;1,1;1,19;"CISJUN"
2004;"Atlantique";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"CISJUN"
2005;"Atlantique";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"CISJUN"
2006;"Atlantique";1;1;1;1;1;"CISJUN"
2007;"Atlantique";0,86456043956044;0,931318681318681;1,00549450549451;1,07967032967033;1,14642857142857;"CISJUN"
2008;"Atlantique";0,864285714285714;0,928571428571429;1;1,86363636363636;2,64090909090909;"CISJUN"
2009;"Atlantique";0,903896103896104;1,32467532467532;1,79220779220779;2,25974025974026;2,68051948051948;"CISJUN"
2011;"Atlantique";1,71688311688312;1,74025974025974;1,76623376623377;1,79220779220779;1,81558441558442;"CISJUN"
2012;"Atlantique";2,73409090909091;2,79545454545455;2,86363636363636;2,93181818181818;2,99318181818182;"CISJUN"
2013;"Atlantique";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"CISJUN"
2015;"Atlantique";1,1625;1,24038461538462;1,32692307692308;1,41346153846154;1,49134615384615;"CISJUN"
2016;"Atlantique";0,866666666666667;1,16666666666667;1,5;2,25;2,925;"CISJUN"
2017;"Atlantique";2,5;2,5;2,5;2,5;2,5;"CISJUN"
2018;"Atlantique";2,0125;2,125;2,25;2,375;2,4875;"CISJUN"
2019;"Atlantique";2,025;2,25;2,5;5,34090909090909;7,89772727272727;"CISJUN"
2020;"Atlantique";1,5375;1,875;2,5;3,61363636363636;5,27045454545455;"CISJUN"
2021;"Atlantique";2,79090909090909;3,36363636363636;4;5;5,9;"CISJUN"
2022;"Atlantique";2,77159090909091;3,17045454545455;3,61363636363636;4,05681818181818;4,45568181818182;"CISJUN"
1992;"Atlantique";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"COLBUS"
2001;"Atlantique";2;2;2;2;2;"COLBUS"
2004;"Atlantique";1,5225;1,725;1,95;2,175;2,3775;"COLBUS"
2005;"Atlantique";0,883333333333333;1,33333333333333;2;3,48214285714286;6,13392857142857;"COLBUS"
2006;"Atlantique";4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;"COLBUS"
2007;"Atlantique";1,15;2,5;2,5;3;8,01428571428572;"COLBUS"
2008;"Atlantique";2,5;2,5;2,5;2,5;2,5;"COLBUS"
2009;"Atlantique";0,9;1,7027027027027;2,36363636363636;2,79545454545455;2,97954545454545;"COLBUS"
2010;"Atlantique";8,18181818181818;8,18181818181818;8,18181818181818;8,18181818181818;8,18181818181818;"COLBUS"
2011;"Atlantique";3;3;3;3;3;"COLBUS"
2012;"Atlantique";3,03214285714286;3,32142857142857;3,64285714285714;3,96428571428571;4,25357142857143;"COLBUS"
2015;"Atlantique";3;3;3;3;3;"COLBUS"
2018;"Atlantique";2,33333333333333;2,56410256410256;2,82051282051282;3,07692307692308;3,30769230769231;"COLBUS"
2019;"Atlantique";2,74440298507463;3,26492537313433;3,84328358208955;4,42164179104478;4,94216417910448;"COLBUS"
2020;"Atlantique";2,74440298507463;3,26492537313433;3,84328358208955;4,42164179104478;4,94216417910448;"COLBUS"
2021;"Atlantique";1,60197368421053;1,80921052631579;2,03947368421053;2,26973684210526;2,47697368421053;"COLBUS"
2022;"Atlantique";2,6865671641791;2,6865671641791;2,6865671641791;2,6865671641791;2,6865671641791;"COLBUS"
1990;"Atlantique";0,6;0,6;0,6;0,6;0,6;"DENMAJ"
1991;"Atlantique";0,59057486631016;0,611631016042781;0,635026737967914;0,658422459893048;0,679478609625669;"DENMAJ"
1993;"Atlantique";0,670833333333333;0,708333333333333;0,75;0,791666666666667;0,829166666666667;"DENMAJ"
1994;"Atlantique";1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;"DENMAJ"
1995;"Atlantique";0,606136363636364;0,661363636363636;0,757575757575758;0,839285714285714;0,855357142857143;"DENMAJ"
2000;"Atlantique";0,569444444444445;0,694444444444444;0,833333333333333;1,01666666666667;1,18166666666667;"DENMAJ"
2001;"Atlantique";0,590277777777778;0,902777777777778;1,25;1,77884615384615;2,25480769230769;"DENMAJ"
2002;"Atlantique";0,627777777777778;1,27777777777778;2;2,25;2,475;"DENMAJ"
2003;"Atlantique";0,674603174603175;1,74603174603175;2,14285714285714;2,23214285714286;2,47321428571429;"DENMAJ"
2004;"Atlantique";1,205;1,25;1,5;2,30769230769231;2,93076923076923;"DENMAJ"
2005;"Atlantique";0,9375;1,56617647058824;1,95378151260504;2,14285714285714;2,23660714285714;"DENMAJ"
2006;"Atlantique";0,905357142857143;1,33928571428571;1,82142857142857;2,35714285714286;2,93571428571429;"DENMAJ"
2007;"Atlantique";1,5875;2;2,32142857142857;2,625;3,9;"DENMAJ"
2008;"Atlantique";0,979166666666667;2;2,07142857142857;2,33571428571429;2,4875;"DENMAJ"
2009;"Atlantique";1,70238095238095;2,02380952380952;2,57142857142857;4,25;7,625;"DENMAJ"
2010;"Atlantique";1,125;1,60714285714286;2,14285714285714;4,60084033613445;6,81302521008403;"DENMAJ"
2011;"Atlantique";1,08791208791209;1,57894736842105;1,76470588235294;2,14285714285714;5,03030303030303;"DENMAJ"
2012;"Atlantique";2,35961538461538;2,82692307692308;3,16666666666667;3,5;3,95;"DENMAJ"
2013;"Atlantique";0,979166666666667;2;2,5;3;4,75;"DENMAJ"
2014;"Atlantique";2,025;2,41071428571429;2,75;3,56456043956044;4,93269230769231;"DENMAJ"
2015;"Atlantique";1,74166666666667;2,34301412872841;2,75;3;3,25833333333333;"DENMAJ"
2016;"Atlantique";1,73809523809524;2,22527472527473;2,5;2,75;3,28333333333333;"DENMAJ"
2017;"Atlantique";1,54166666666667;2,25;3;3;6,21503496503496;"DENMAJ"
2018;"Atlantique";1,39285714285714;2,5;2,5;3,33333333333333;5;"DENMAJ"
2019;"Atlantique";2;2,22527472527473;3;3,64285714285714;5,65;"DENMAJ"
2020;"Atlantique";1,56011235955056;2,18406593406593;2,61363636363636;3;5,38392857142857;"DENMAJ"
2021;"Atlantique";1,28035714285714;2,5;2,61363636363636;3;5,49375;"DENMAJ"
2022;"Atlantique";1,725;2,5;3;4,04761904761905;5,35227272727273;"DENMAJ"
2002;"Atlantique";2,74242424242424;2,87878787878788;3,03030303030303;3,18181818181818;3,31818181818182;"EMBCIR"
2003;"Atlantique";3,76339285714286;3,88392857142857;4,01785714285714;4,15178571428571;4,27232142857143;"EMBCIR"
2004;"Atlantique";1,1125;2,125;3,75;5,625;7,3125;"EMBCIR"
2005;"Atlantique";1,075;1,75;2,5;2,5;2,5;"EMBCIR"
2006;"Atlantique";1,42572944297082;1,84350132625995;2,30769230769231;4,90384615384615;7,24038461538462;"EMBCIR"
2007;"Atlantique";1,065625;1,65625;2,1875;3,125;4,8125;"EMBCIR"
2008;"Atlantique";0,941666666666667;1,91666666666667;3;3,375;3,7125;"EMBCIR"
2009;"Atlantique";1,69166666666667;1,91666666666667;2,21621621621622;2,44932432432432;2,49493243243243;"EMBCIR"
2010;"Atlantique";3,46153846153846;3,46153846153846;3,46153846153846;3,46153846153846;3,46153846153846;"EMBCIR"
2011;"Atlantique";1,19505494505495;2,30769230769231;2,30769230769231;3;5,925;"EMBCIR"
2012;"Atlantique";2,32867132867133;2,51748251748252;2,72727272727273;3;4,15714285714286;"EMBCIR"
2013;"Atlantique";2,55940082644628;2,98140495867769;3;3,16071428571429;4,77678571428571;"EMBCIR"
2014;"Atlantique";1,81039915966387;2,22163865546218;2,67857142857143;2,83928571428571;2,98392857142857;"EMBCIR"
2015;"Atlantique";1,24362244897959;2,46173469387755;2,75;3,25;3,44551282051282;"EMBCIR"
2016;"Atlantique";3,01607142857143;3,16071428571429;3,27380952380952;3,72448979591837;4,78061224489796;"EMBCIR"
2017;"Atlantique";2,5125;2,625;2,94047619047619;3,24404761904762;3,32440476190476;"EMBCIR"
2018;"Atlantique";1,16414835164835;1,99862637362637;2,82051282051282;4;5,8;"EMBCIR"
2019;"Atlantique";2,21428571428571;2,85714285714286;3,33333333333333;4,28571428571429;4,58241758241758;"EMBCIR"
2020;"Atlantique";1,83928571428571;2,32142857142857;3,55769230769231;4,71153846153846;4,97115384615385;"EMBCIR"
2021;"Atlantique";1,86194029850746;2,5;3;3,33333333333333;4,51190476190476;"EMBCIR"
2022;"Atlantique";1,83791208791209;2,30769230769231;2,5;2,5;2,70454545454546;"EMBCIR"
1990;"Atlantique";0,668823529411765;1,39411764705882;2,2;2,55833333333333;2,88083333333333;"EMBCIT"
1991;"Atlantique";0,737727272727273;1,24090909090909;1,8;2,56666666666667;3,25666666666667;"EMBCIT"
1992;"Atlantique";0,8625;1,125;1,41666666666667;1,70833333333333;1,97083333333333;"EMBCIT"
1993;"Atlantique";1,20666666666667;1,26666666666667;1,33333333333333;1,5;1,65;"EMBCIT"
1994;"Atlantique";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"EMBCIT"
1995;"Atlantique";0,737727272727273;1,24090909090909;1,8;2,15;2,465;"EMBCIT"
1996;"Atlantique";0,795833333333333;1,95833333333333;3,25;4,54166666666667;5,70416666666667;"EMBCIT"
1997;"Atlantique";2,08333333333333;2,08333333333333;2,08333333333333;2,08333333333333;2,08333333333333;"EMBCIT"
1998;"Atlantique";4,58333333333333;4,58333333333333;4,58333333333333;4,58333333333333;4,58333333333333;"EMBCIT"
1999;"Atlantique";1,50694444444444;1,73611111111111;1,99074074074074;2,24537037037037;2,47453703703704;"EMBCIT"
2000;"Atlantique";1,09797297297297;1,25;1,48148148148148;3,46153846153846;7,90615384615385;"EMBCIT"
2001;"Atlantique";1,16452991452991;1,26068376068376;1,64814814814815;2,22916666666667;2,84791666666667;"EMBCIT"
2002;"Atlantique";0,756944444444445;1,14583333333333;2,16363636363636;3,95833333333333;8,1875;"EMBCIT"
2003;"Atlantique";0,652222222222222;2,26666666666667;3,33333333333333;3,98989898989899;4,86363636363636;"EMBCIT"
2004;"Atlantique";0,480555555555556;1,5;2,70833333333333;4,0625;9,875;"EMBCIT"
2005;"Atlantique";0,889423076923077;1,35989010989011;2,47474747474747;3,24404761904762;4,70833333333333;"EMBCIT"
2006;"Atlantique";1,22637931034483;1,46379310344828;2,02586206896552;4,18269230769231;8,72596153846154;"EMBCIT"
2007;"Atlantique";1,28035714285714;2,20714285714286;2,5;4,95;9,775;"EMBCIT"
2008;"Atlantique";0,71875;2,57142857142857;4,64285714285714;5,75;6,31818181818182;"EMBCIT"
2009;"Atlantique";0,918918918918919;1,48214285714286;3,7;5,82692307692308;8,475;"EMBCIT"
2010;"Atlantique";2,0625;2,5;2,50874125874126;2,6382992007992;2,95982142857143;"EMBCIT"
2011;"Atlantique";2,16346153846154;2,33076923076923;2,7;3,58216783216783;5,72202797202797;"EMBCIT"
2012;"Atlantique";1,67589285714286;2;2,45874125874126;3,25;5,2;"EMBCIT"
2013;"Atlantique";1,52171052631579;2;2,70691994572592;4,11111111111111;6,20833333333333;"EMBCIT"
2014;"Atlantique";1,51973684210526;2,05357142857143;3,33333333333333;4,5;11,625;"EMBCIT"
2015;"Atlantique";1,80535714285714;2,5;3;4,16666666666667;23,8888888888889;"EMBCIT"
2016;"Atlantique";2,21173469387755;2,625;3,66666666666667;4,125;6,15625;"EMBCIT"
2017;"Atlantique";1,17857142857143;2,5;3;4,86111111111111;8,25;"EMBCIT"
2018;"Atlantique";1,28571428571429;3,25;5;5,66666666666667;7,275;"EMBCIT"
2019;"Atlantique";1,0125;2,14285714285714;3,58333333333333;4,33928571428571;6,975;"EMBCIT"
2020;"Atlantique";2,175;3;3,16666666666667;3,88392857142857;4,875;"EMBCIT"
2021;"Atlantique";2,1875;2,625;3;3,25;8,29166666666667;"EMBCIT"
2022;"Atlantique";2,5;2,5;2,5;2,5;2,5;"EMBCIT"
1990;"Atlantique";1,17647058823529;1,17647058823529;1,17647058823529;1,17647058823529;1,17647058823529;"EMBSCH"
1991;"Atlantique";0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;"EMBSCH"
1992;"Atlantique";1,7199460916442;1,91644204851752;2,13477088948787;2,35309973045822;2,54959568733154;"EMBSCH"
1993;"Atlantique";1,71428571428571;1,71428571428571;1,71428571428571;1,71428571428571;1,71428571428571;"EMBSCH"
1995;"Atlantique";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"EMBSCH"
1998;"Atlantique";0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;"EMBSCH"
2000;"Atlantique";1,27702702702703;2,38565488565489;3,61746361746362;4,84927234927235;5,95790020790021;"EMBSCH"
2001;"Atlantique";2,88461538461538;2,88461538461538;2,88461538461538;2,88461538461538;2,88461538461538;"EMBSCH"
2002;"Atlantique";0,916666666666667;1,33783783783784;1,6016016016016;2,07010582010582;2,14285714285714;"EMBSCH"
2003;"Atlantique";1,24;1,6;2;2,07142857142857;2,13571428571429;"EMBSCH"
2004;"Atlantique";2,16964285714286;2,41071428571429;2,91666666666667;5;9,5;"EMBSCH"
2005;"Atlantique";1,33125;2,47402597402597;3,23076923076923;3,61607142857143;4,78125;"EMBSCH"
2006;"Atlantique";2,15;3,5;5;5;5;"EMBSCH"
2007;"Atlantique";2;2,125;2,85714285714286;4,55357142857143;5;"EMBSCH"
2008;"Atlantique";1,73571428571429;1,92857142857143;2,07142857142857;2,60714285714286;3,86071428571429;"EMBSCH"
2009;"Atlantique";1,34166666666667;1,41666666666667;1,5;2,59615384615385;3,58269230769231;"EMBSCH"
2010;"Atlantique";2,5;2,5;2,75;3,22826086956522;3,8445652173913;"EMBSCH"
2011;"Atlantique";2,66666666666667;4,16666666666667;6,36363636363636;6,92307692307692;7,44230769230769;"EMBSCH"
2012;"Atlantique";2;2,36363636363636;3,33333333333333;3,61413043478261;7,14314516129032;"EMBSCH"
2013;"Atlantique";2,52272727272727;2,72727272727273;3,33333333333333;5,21739130434783;6,82173913043478;"EMBSCH"
2014;"Atlantique";1,275;1,5;1,66666666666667;4;4,9;"EMBSCH"
2015;"Atlantique";1,675;2,5;2,97101449275362;5;5,825;"EMBSCH"
2016;"Atlantique";2,0625;2,578125;3,07291666666667;4,58333333333333;5,875;"EMBSCH"
2017;"Atlantique";2,05;2,5;2,60869565217391;8,4375;8,94375;"EMBSCH"
2018;"Atlantique";2,5;2,5;2,60869565217391;3;5,7;"EMBSCH"
2019;"Atlantique";2,0375;2,375;2,75;3,75;5,775;"EMBSCH"
2020;"Atlantique";1,525;1,75;2;2,36363636363636;2,69090909090909;"EMBSCH"
2021;"Atlantique";4,5;4,5;4,5;4,5;4,5;"EMBSCH"
2022;"Atlantique";4;4;4;4;4;"EMBSCH"
1990;"Atlantique";0,6175;0,775;1,04166666666667;2,16299019607843;4,6280637254902;"ERIRUB"
1991;"Atlantique";0,7425;2,025;2,5;2,90441176470588;3,99632352941176;"ERIRUB"
1992;"Atlantique";0,588888888888889;0,888888888888889;1,21428571428571;1,68463611859838;2,37601078167116;"ERIRUB"
1993;"Atlantique";0,867857142857143;0,964285714285714;1,75;3,04166666666667;4,50416666666667;"ERIRUB"
1994;"Atlantique";1,72606382978723;2,26063829787234;2,85460992907801;3,44858156028369;3,9831560283688;"ERIRUB"
1995;"Atlantique";0,972857142857143;2,01428571428571;2,72777777777778;3,76893939393939;5,69507575757576;"ERIRUB"
1996;"Atlantique";2,59305555555556;3,43055555555556;4,36111111111111;5,29166666666667;6,12916666666667;"ERIRUB"
1997;"Atlantique";1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;"ERIRUB"
1998;"Atlantique";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"ERIRUB"
1999;"Atlantique";1,40046296296296;1,50462962962963;1,62037037037037;1,73611111111111;1,84027777777778;"ERIRUB"
2000;"Atlantique";1,2006237006237;1,62162162162162;1,8;2,22222222222222;8,47222222222222;"ERIRUB"
2001;"Atlantique";1,525;1,875;6,15384615384615;6,45833333333333;7,19285714285714;"ERIRUB"
2002;"Atlantique";2,04642857142857;2,73989898989899;3,78571428571429;7,23214285714286;12,7586538461538;"ERIRUB"
2003;"Atlantique";1,14888888888889;2,06349206349206;3,66666666666667;5,69196428571428;8,9375;"ERIRUB"
2004;"Atlantique";1,16222222222222;2,4375;3,80952380952381;6,5625;10,0788461538462;"ERIRUB"
2005;"Atlantique";1,16222222222222;2,32692307692308;3,875;5,42892156862745;9,60357142857143;"ERIRUB"
2006;"Atlantique";1,12928571428571;2,22527472527473;2,85714285714286;3,60576923076923;5,41071428571429;"ERIRUB"
2007;"Atlantique";1,5;2,5;3,33673469387755;4,25595238095238;8,66;"ERIRUB"
2008;"Atlantique";1,41517857142857;2,625;4,04545454545454;6;8,83216783216783;"ERIRUB"
2009;"Atlantique";1,24027777777778;3;4,55769230769231;6,32142857142857;9,67045454545454;"ERIRUB"
2010;"Atlantique";1,38214285714286;3;4,24812030075188;5,67934782608696;9,67045454545454;"ERIRUB"
2011;"Atlantique";1,18239795918367;3;4,00641025641026;6,2797619047619;10,4073426573426;"ERIRUB"
2012;"Atlantique";1,35;3,375;4,16666666666667;5,3;7,70192307692308;"ERIRUB"
2013;"Atlantique";1,04761904761905;2,72727272727273;4,98614958448753;6,42857142857143;10,8923076923077;"ERIRUB"
2014;"Atlantique";1,33333333333333;3;5;6,75;10,5;"ERIRUB"
2015;"Atlantique";2,04285714285714;3;5;6,42857142857143;11,6282051282051;"ERIRUB"
2016;"Atlantique";2,13928571428571;3,33333333333333;5,69444444444444;7,83333333333333;11,005;"ERIRUB"
2017;"Atlantique";2,5;3;4,16666666666667;7;11,005;"ERIRUB"
2018;"Atlantique";1,5625;3,17105263157895;5,77380952380952;6,66666666666667;11,5208333333333;"ERIRUB"
2019;"Atlantique";1,66666666666667;3,75;5;7,5;12,4675324675325;"ERIRUB"
2020;"Atlantique";2,69979647218453;4;6,42857142857143;8,64285714285714;12,4909090909091;"ERIRUB"
2021;"Atlantique";2,5;4,16666666666667;5,83333333333333;7,85714285714286;13,3684210526316;"ERIRUB"
2022;"Atlantique";2,12857142857143;3;5,83333333333333;8,05970149253731;13,35;"ERIRUB"
1990;"Atlantique";0,6075;0,675;0,75;2,45833333333333;3,99583333333333;"FRICOE"
1991;"Atlantique";0,638181818181818;0,981818181818182;1,36363636363636;1,79292929292929;2,17929292929293;"FRICOE"
1992;"Atlantique";0,816603773584906;0,966037735849057;1,13207547169811;1,81603773584906;2,43160377358491;"FRICOE"
1993;"Atlantique";1,34861111111111;1,48611111111111;1,63888888888889;1,79166666666667;1,92916666666667;"FRICOE"
1994;"Atlantique";0,705673758865248;1,31205673758865;1,98581560283688;2,65957446808511;3,26595744680851;"FRICOE"
1995;"Atlantique";0,797727272727273;1,84090909090909;3;3,375;3,7125;"FRICOE"
1996;"Atlantique";3,0625;3,125;3,19444444444444;3,26388888888889;3,32638888888889;"FRICOE"
1997;"Atlantique";1,11111111111111;1,11111111111111;1,11111111111111;1,11111111111111;1,11111111111111;"FRICOE"
1998;"Atlantique";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"FRICOE"
1999;"Atlantique";0,5625;0,625;0,694444444444444;0,763888888888889;0,826388888888889;"FRICOE"
2000;"Atlantique";0,943019943019943;1,0968660968661;1,77692307692308;3,18888888888889;5,31888888888889;"FRICOE"
2001;"Atlantique";1,11645299145299;1,49038461538462;2,75;3,5625;6,09375;"FRICOE"
2002;"Atlantique";0,96;2,14285714285714;2,5;3;9,20833333333333;"FRICOE"
2003;"Atlantique";0,93968253968254;1,2125;3,5;5,34090909090909;7,5;"FRICOE"
2004;"Atlantique";0,953525641025641;2,07589285714286;2,72727272727273;4,04166666666667;5,52083333333333;"FRICOE"
2005;"Atlantique";1,1043956043956;2,14285714285714;3,33333333333333;5;7,90909090909091;"FRICOE"
2006;"Atlantique";0,921428571428571;2,14285714285714;3,57142857142857;4,61538461538461;8,05384615384615;"FRICOE"
2007;"Atlantique";0,926697892271663;1,9375;2,5;3,54166666666667;6,675;"FRICOE"
