"YEAR";"AGE_first";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
2018;"AD";"Long";0;0;0,0961538461538462;0,181818181818182;0,205704365079365;"Aquatique"
2019;"AD";"Long";0;0;0,0461538461538462;0,148076923076923;0,185437293729373;"Aquatique"
2020;"AD";"Long";0;0;0,0245901639344262;0,0930076948812312;0,211341585814654;"Aquatique"
2021;"AD";"Long";0,00235849056603773;0,0235849056603774;0,0471698113207547;0,0707547169811321;0,0919811320754717;"Aquatique"
2003;"JUV";"Long";0;0;0;0;0;"Aquatique"
2005;"JUV";"Long";0,00468749999999998;0,046875;0,09375;0,140625;0,1828125;"Aquatique"
2007;"JUV";"Long";0;0;0;0;0;"Aquatique"
2008;"JUV";"Long";0,00147058823529411;0,0147058823529412;0,0294117647058824;0,0441176470588235;0,0573529411764706;"Aquatique"
2009;"JUV";"Long";0,00172413793103448;0,0172413793103448;0,0344827586206897;0,0517241379310345;0,0672413793103448;"Aquatique"
2010;"JUV";"Long";0,00454545454545454;0,0454545454545455;0,0803030303030303;0,151086956521739;0,289021739130435;"Aquatique"
2011;"JUV";"Long";0;0;0;0,0333333333333333;0,123333333333333;"Aquatique"
2012;"JUV";"Long";0,0526315789473684;0,0526315789473684;0,0526315789473684;0,0526315789473684;0,0526315789473684;"Aquatique"
2013;"JUV";"Long";0,0789473684210526;0,0789473684210526;0,0789473684210526;0,0789473684210526;0,0789473684210526;"Aquatique"
2014;"JUV";"Long";0;0;0,0227272727272727;0,0606060606060606;0,0692185007974482;"Aquatique"
2015;"JUV";"Long";0;0;0;0,0833333333333333;0,120833333333333;"Aquatique"
2016;"JUV";"Long";0;0;0;0;0;"Aquatique"
2017;"JUV";"Long";0;0;0;0,0285714285714286;0,0583333333333333;"Aquatique"
2018;"JUV";"Long";0;0;0;0;0,0135593220338983;"Aquatique"
2019;"JUV";"Long";0;0;0;0,0166666666666667;0,0616666666666667;"Aquatique"
2020;"JUV";"Long";0;0;0;0,0384615384615385;0,0730769230769231;"Aquatique"
2021;"JUV";"Long";0;0;0;0;0;"Aquatique"
