"SP";"YEAR";"AGE_first";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"BIOGEOREF"
"PRUMOD";2010;"AD";"Court";17,0055555555555;18,5294117647059;19,5;20,3731343283582;23,1909569798068;"Atlantique"
"PYRULA";2010;"AD";"Court";19,1833023648648;19,8584007352941;20,964705882353;22,4765450483991;25,4345641942771;"Atlantique"
"SYLATR";2010;"AD";"Court";14,9898648648649;16,5846153846154;17,2651006711409;18,1232876712329;21,3338193456614;"Atlantique"
"TROTRO";2010;"AD";"Court";8,42562342713338;9,44173648134043;9,8;10,4803370786517;11,8081967213115;"Atlantique"
"TURMER";2010;"AD";"Court";77,365118577075;84,0201483560543;87,688125;91,5055391083886;104,671673387097;"Atlantique"
"TURPHI";2010;"AD";"Court";59,6740668614088;63,5384615384615;66,8497854077253;72,0421052631579;83,3396611721612;"Atlantique"
"AEGCAU";2011;"AD";"Court";7,20738461538462;7,73658536585362;7,9;8,16964285714286;8,53299617277201;"Atlantique"
"CETCET";2011;"AD";"Court";13,4587301587302;13,9037545787546;14,7354890046296;15,378893637227;16,2912804878049;"Atlantique"
"ERIRUB";2011;"AD";"Court";14,7462698181111;15,8317382617383;16,5;17,2894736842105;23,1696576973751;"Atlantique"
"FRICOE";2011;"AD";"Court";18,5;20,0490797546012;20,8926553672316;21,3045454545454;24,4969696969697;"Atlantique"
"PARCAE";2011;"AD";"Court";9,73207720588232;10,3430570701563;10,6014433551198;10,8333333333333;12,0348880597015;"Atlantique"
"PARMAJ";2011;"AD";"Court";15,4942434210527;16,4383561643836;17,0109717868339;17,6378127257206;19,1489361702128;"Atlantique"
"PASDOM";2011;"AD";"Court";24,8567006053934;24,992500729501;26,7525641025642;27,7301902398677;27,8554690152801;"Atlantique"
"PHYCOL";2011;"AD";"Court";6,56309734513275;7,24208532695375;7,5;7,92823836851812;9,26702272727272;"Atlantique"
"PRUMOD";2011;"AD";"Court";16,5216216216216;18;18,9583333333333;19,9647887323944;22,5742818057456;"Atlantique"
"PYRULA";2011;"AD";"Court";18,7381118222892;20,25;21,1197628458498;22,2173259493671;24,6123310810811;"Atlantique"
"SYLATR";2011;"AD";"Court";14,6999999999999;16,2322966507177;17,0563643724696;18,1291722972972;20,5393558622079;"Atlantique"
"TROTRO";2011;"AD";"Court";7,90602836879432;9,30999999999996;9,69230769230769;10,1982260726073;11,734035326087;"Atlantique"
"TURMER";2011;"AD";"Court";76,4588709677419;84,0555555555559;87,288461538462;92,31;102,930939826303;"Atlantique"
"TURPHI";2011;"AD";"Court";59,697375913813;65,4506666666666;67,4285714285712;70,4390463337832;80,1809210526316;"Atlantique"
"AEGCAU";2012;"AD";"Court";7,10527298850575;7,73113553113554;7,93495934959346;8,41379310344828;9,30508474576271;"Atlantique"
"CETCET";2012;"AD";"Court";11,6417410714286;14,1593231162197;14,758064516129;15,2743172179813;16,8590551181102;"Atlantique"
"ERIRUB";2012;"AD";"Court";14,795981981982;16,0394366197183;16,7702702702702;17,7430555555556;21,7950989722116;"Atlantique"
"FRICOE";2012;"AD";"Court";19,1652729885057;20,6828914141414;21,4758426966292;22,3204066582385;25,3909756097561;"Atlantique"
"PARCAE";2012;"AD";"Court";9,8015873015873;10,3286143286143;10,7686567164179;11,3374819624819;12,3492965367965;"Atlantique"
"PARMAJ";2012;"AD";"Court";15,3362785862786;16,6666666666667;17,3076923076923;18,25;20,527972027972;"Atlantique"
"PASDOM";2012;"AD";"Court";24,6220995618306;26,19203125;27,4810810810811;28,7114649681529;30,6225980392157;"Atlantique"
"PHYCOL";2012;"AD";"Court";6,7280701754386;7,25409836065571;7,61290322580644;7,94230769230769;9,72812264188411;"Atlantique"
"PRUMOD";2012;"AD";"Court";16,9863636363636;18,4882407653468;19,2753623188406;20,2505613390488;24,1620353159851;"Atlantique"
"PYRULA";2012;"AD";"Court";19,1956222310127;20,0015060240964;20,5448684210526;21,5010511363636;24,9459968223266;"Atlantique"
"SYLATR";2012;"AD";"Court";14,7791145833333;16,2206896551724;17;17,9694256756757;20,4106520270269;"Atlantique"
"TROTRO";2012;"AD";"Court";8,29458914159939;9,5;9,9;10,3548644338118;11,0084269662921;"Atlantique"
"TURMER";2012;"AD";"Court";78,584134615385;84,8988095238095;88,5123966942149;93,0952380952381;104,499732421081;"Atlantique"
"TURPHI";2012;"AD";"Court";60,4555634646433;65,0440122044241;68,3681844974948;72,3590474119182;86,4459010678504;"Atlantique"
"AEGCAU";2013;"AD";"Court";7,06583333333333;7,79159663865546;8;8,37457627118644;8,88337454545454;"Atlantique"
"CETCET";2013;"AD";"Court";12,6063716141515;14,010175909362;14,7459553349876;15,5425196850394;16,2721130952381;"Atlantique"
"ERIRUB";2013;"AD";"Court";15,1688311688311;16,2138314176245;16,9521402089653;17,9484264465808;20,6410477252001;"Atlantique"
"FRICOE";2013;"AD";"Court";18,8488832556865;20,2357677902622;20,9828758169934;21,8147058823529;24,3678782755706;"Atlantique"
"PARCAE";2013;"AD";"Court";9,39995059288538;10,3547585227273;10,6095457361721;10,9622432636141;11,7631578947369;"Atlantique"
"PARMAJ";2013;"AD";"Court";15,7191780821918;16,7763157894737;17,5162337662337;18,2432432432432;20,5743243243243;"Atlantique"
"PASDOM";2013;"AD";"Court";24,4928485576924;26,1559375;27,3161311262577;28,249375;30,4458;"Atlantique"
"PHYCOL";2013;"AD";"Court";6,86545454545455;7,25409836065571;7,65964912280702;8,02192982456141;9,44;"Atlantique"
"PRUMOD";2013;"AD";"Court";17,7176601423487;18,835609188102;20;21,2308187832996;23,8576914938637;"Atlantique"
"PYRULA";2013;"AD";"Court";19,1102473050095;20,1170149253731;21,0841791044776;22,5116883116883;27,0482142857143;"Atlantique"
"SYLATR";2013;"AD";"Court";14,8863741480039;16,4884745322245;17,2412413793103;18,1299999999999;21,4554794520548;"Atlantique"
"TROTRO";2013;"AD";"Court";8,54713725490196;9,40119809956618;9,8;10,3419696969697;11,6993732654949;"Atlantique"
"TURMER";2013;"AD";"Court";78,9956395348839;84,8370072804827;88,695652173913;93,3459807022073;106,833957373272;"Atlantique"
"TURPHI";2013;"AD";"Court";60,1693333333334;65,7970021413276;67,862660944206;70,8;82,4552954292084;"Atlantique"
"AEGCAU";2014;"AD";"Court";6,92263157894737;7,625;7,93495934959346;8,36290322580646;8,9283870967742;"Atlantique"
"CETCET";2014;"AD";"Court";12,2773444976077;14,1733803986711;14,758064516129;15,4888059701492;16,8054323725055;"Atlantique"
"ERIRUB";2014;"AD";"Court";14,9801282051282;16;16,7647125999238;17,4947183098592;19,8539436619718;"Atlantique"
"FRICOE";2014;"AD";"Court";19,5367076845806;20,6116346502356;21,5614285714286;22,5004481339994;24,8695485646289;"Atlantique"
"PARCAE";2014;"AD";"Court";9,28861607142857;10,2550482879719;10,8333333333333;11,2455897177419;12,3551587301587;"Atlantique"
"PARMAJ";2014;"AD";"Court";15,2013422818792;16,7735745614035;17,1854304635761;17,9516129032258;20,0003145973154;"Atlantique"
"PASDOM";2014;"AD";"Court";24,5946514423077;26,3105125038592;27,048717948718;28,6578205128206;29,7769752960391;"Atlantique"
"PHYCOL";2014;"AD";"Court";6,8383295194508;7,3137431693989;7,62931034482759;7,86666666666669;9,87771103896104;"Atlantique"
"PRUMOD";2014;"AD";"Court";17,2154929577465;18,8498903005255;19,4160583941606;20,4273114355231;22,2697150735294;"Atlantique"
"PYRULA";2014;"AD";"Court";17,1195625;20,0021271831617;21,2240506329114;22,2875776397516;25,4483881578947;"Atlantique"
"SYLATR";2014;"AD";"Court";14,8003539215686;16,2215373082689;16,946536423841;17,9075841894977;20,8706677197676;"Atlantique"
"TROTRO";2014;"AD";"Court";8,11518115942029;9,20261702127657;9,92869015957447;10,4306873977087;11,4793498452013;"Atlantique"
"TURMER";2014;"AD";"Court";79,3128699721731;84,2916666666667;88,9534883720933;93,2684824902726;99,2593307186235;"Atlantique"
"TURPHI";2014;"AD";"Court";58,468124762267;65,2651407920494;68,6965696155282;71,160038476337;80,0587962962963;"Atlantique"
"AEGCAU";2015;"AD";"Court";6,88525201612904;7,625;7,87096774193549;8,15734908136481;8,79447996918336;"Atlantique"
"CETCET";2015;"AD";"Court";12,1009401709402;13,3568181818182;14,3281947261663;15,0772671458521;16,203125;"Atlantique"
"ERIRUB";2015;"AD";"Court";14,7151585960961;15,8717891156463;16,4507042253521;17,3001461988304;22,7890403368794;"Atlantique"
"FRICOE";2015;"AD";"Court";19,0437345267568;20,1728395061728;20,7411764705882;21,240813362382;23,3843300029386;"Atlantique"
"PARCAE";2015;"AD";"Court";9,28571428571431;10,2847464188928;10,8333333333333;11,2089533730159;12,771484375;"Atlantique"
"PARMAJ";2015;"AD";"Court";15,8104080902094;17;17,5331256581256;18,293759811617;19,2708333333333;"Atlantique"
"PASDOM";2015;"AD";"Court";22,594512195122;25,3321535642904;27,3552631578947;28,5632591093118;30,5541423239209;"Atlantique"
"PHYCOL";2015;"AD";"Court";6,80172064777328;7,34954702329594;7,61290322580644;7,97297297297297;9,65454545454546;"Atlantique"
"PRUMOD";2015;"AD";"Court";16,9594492219492;18,5470588235294;19,4274536575119;20,1702317290553;25,036496350365;"Atlantique"
"PYRULA";2015;"AD";"Court";19,470375;20,3963855421687;21,4698795180723;22,6168831168831;24,95025;"Atlantique"
"SYLATR";2015;"AD";"Court";14,8044974662162;16,1095890410959;17,0399510509646;18,1232876712329;20,8521762387386;"Atlantique"
"TROTRO";2015;"AD";"Court";8,51141304347826;9,62895927601811;10,0441176470588;10,5608791903858;12,2392056429734;"Atlantique"
"TURMER";2015;"AD";"Court";76,4703488372095;84,9667968750001;88,3464566929134;92,1686746987952;101,827247619048;"Atlantique"
"TURPHI";2015;"AD";"Court";61,3686268277177;65,0526315789474;67,5006105006105;69,9541666666667;83,0310344827586;"Atlantique"
"AEGCAU";2016;"AD";"Court";6,97751797352682;7,4503816793893;7,87096774193549;8,43089430894305;9,53125000000002;"Atlantique"
"CETCET";2016;"AD";"Court";11,8315541700889;13,4201008347797;14,4745762711864;15,3281859438243;16,906914600551;"Atlantique"
"ERIRUB";2016;"AD";"Court";15,0937684891107;16,1103448275862;16,7801351351351;17,7091688948307;22,3175095907929;"Atlantique"
"FRICOE";2016;"AD";"Court";18,6639159991924;20,1485714285714;20,9527272727273;22,2053462940462;24,2035928143713;"Atlantique"
"PARCAE";2016;"AD";"Court";9,32941176470585;10,2583088954056;10,9;11,2632545931759;12,1898078529658;"Atlantique"
"PARMAJ";2016;"AD";"Court";15,0619659945318;15,9081632653061;16,875;17,6166328600406;19,9277586206896;"Atlantique"
"PASDOM";2016;"AD";"Court";23,67;25,2;27,3777777777778;28,7531645569619;30,5307498197549;"Atlantique"
"PHYCOL";2016;"AD";"Court";6,78853916725476;7,25409836065571;7,55199999999996;7,9;9,64423076923077;"Atlantique"
"PRUMOD";2016;"AD";"Court";17,2413811225562;18,3342230130486;19,3067459076217;20,1814296814297;23,3333333333333;"Atlantique"
"PYRULA";2016;"AD";"Court";19,1428899082569;20,506329113924;21,2945411392405;21,7320112570356;24,3533925979681;"Atlantique"
"SYLATR";2016;"AD";"Court";14,45;16,1095890410959;16,9844594594594;17,8783783783783;20,6463816169608;"Atlantique"
"TROTRO";2016;"AD";"Court";8,39968896238301;9,61133239612622;9,95208588274558;10,3764705882353;11,9673076923077;"Atlantique"
"TURMER";2016;"AD";"Court";78,5705173415201;84,6619921875;88,5954849369483;93,2677049662063;105,371900826446;"Atlantique"
"TURPHI";2016;"AD";"Court";57,5741666666668;64,9500000000001;68,2644628099173;73,7223381730188;84,4103295697284;"Atlantique"
"AEGCAU";2017;"AD";"Court";6,71185222672065;7,44186371253023;7,75438596491228;8,2402281009583;9,21937986651836;"Atlantique"
"CETCET";2017;"AD";"Court";11,4063230140187;12,767270531401;14,2651041666667;15,2887711864407;15,7911157024793;"Atlantique"
"ERIRUB";2017;"AD";"Court";14,7474747474748;15,8653333333334;16,6277777777778;17,4565217391304;22,7632593277829;"Atlantique"
"FRICOE";2017;"AD";"Court";18,6517634374109;20,1455684808199;20,8576752158456;21,8413215316893;23,6753256651885;"Atlantique"
"PARCAE";2017;"AD";"Court";9,40675133689835;10,15625;10,6640625;10,891618842659;11,668823326432;"Atlantique"
"PARMAJ";2017;"AD";"Court";15,4243421052632;16,7213590979514;17,2881355932203;17,722602739726;19,5591615335111;"Atlantique"
"PASDOM";2017;"AD";"Court";23,1457773429184;27,0237260629666;27,7199999999999;28,3899915110356;29,7141025641026;"Atlantique"
"PHYCOL";2017;"AD";"Court";6,5908367519305;7,13709677419354;7,5;7,86666666666669;9,66577625751345;"Atlantique"
"PRUMOD";2017;"AD";"Court";17,2508420085732;18,6208541927409;19,2253521126761;19,9803276178812;22,8282082820828;"Atlantique"
"PYRULA";2017;"AD";"Court";18,6911424813924;20,1155576643966;21,2787903165457;22,1807643072289;25,4269336579428;"Atlantique"
"SYLATR";2017;"AD";"Court";14,7481967213115;16,0707395498392;16,8851351351351;17,8645833333333;20,265;"Atlantique"
"TROTRO";2017;"AD";"Court";8,51064311594203;9,63036151960786;9,89951546391751;10,4255319148936;12,1251326259947;"Atlantique"
"TURMER";2017;"AD";"Court";77,8438465548638;83,8932806324111;87,72;91,4008876838508;103,540722210768;"Atlantique"
"TURPHI";2017;"AD";"Court";58,7412280701754;64,1058091286305;66,7420865726077;71,9166240409207;85,3075539243976;"Atlantique"
"AEGCAU";2018;"AD";"Court";6,75944444444444;7,625;7,91144519203811;8,20258620689656;9,28735294117647;"Atlantique"
"CETCET";2018;"AD";"Court";12,0764328063241;13,7931752507224;14,5214088941362;14,9474596774194;15,9048135964912;"Atlantique"
"ERIRUB";2018;"AD";"Court";14,9867549668874;15,8310521715127;16,4637784872839;17,2894736842105;21,969224137931;"Atlantique"
"FRICOE";2018;"AD";"Court";18,9404512195121;20,2276754075124;21,0622754491018;22,0311131957473;24,4960849056604;"Atlantique"
"PARCAE";2018;"AD";"Court";9,74109433302239;10,5215336134454;10,7518796992482;11,3304656498016;12,2365586838534;"Atlantique"
"PARMAJ";2018;"AD";"Court";15,5534454693435;16,8103448275862;17,4864100211322;18,2465771692745;20,2482876712329;"Atlantique"
"PASDOM";2018;"AD";"Court";24,2039597815293;25,8355263157895;26,95;28,324115755627;30;"Atlantique"
"PHYCOL";2018;"AD";"Court";6,50813427472202;7,23829030122476;7,50909090909091;7,99526903512955;9,43089193825042;"Atlantique"
"PRUMOD";2018;"AD";"Court";16,7291009055628;18,4341637010676;19,3283582089552;20,1942028985507;22,3968060569595;"Atlantique"
"PYRULA";2018;"AD";"Court";18,2128579696724;19,6363636363636;20,25;21,0189873417721;23,6215384615385;"Atlantique"
"SYLATR";2018;"AD";"Court";14,8491840493981;16,1225806451613;16,8778024668964;17,8783783783783;20,9694479166667;"Atlantique"
"TROTRO";2018;"AD";"Court";8,35734375;9,44270833333333;9,90053661616163;10,29;11,7428977272727;"Atlantique"
"TURMER";2018;"AD";"Court";76,8793583382389;84,558;87,595419847328;91,8;101,814919354839;"Atlantique"
"TURPHI";2018;"AD";"Court";58,5314988134284;65,0258620689655;66,7010650371808;69,9428805364941;83,6493421052632;"Atlantique"
"AEGCAU";2019;"AD";"Court";7,08387096774194;7,68503937007872;8;8,20344827586207;9,16286919831224;"Atlantique"
"CETCET";2019;"AD";"Court";11,7690412979351;13,1891891891892;14,2497311827957;15,0079365079365;15,8743402879812;"Atlantique"
"ERIRUB";2019;"AD";"Court";14,7946666666667;15,9973597359736;16,7702702702702;17,4448529411765;22,7328859060403;"Atlantique"
"FRICOE";2019;"AD";"Court";18,6148425579137;20,519298245614;21,4757062146893;22,3497005988024;24,4308328291995;"Atlantique"
"PARCAE";2019;"AD";"Court";9,85916559965853;10,3174603174603;10,7009002606018;11,2201246334311;12,3790682256509;"Atlantique"
"PARMAJ";2019;"AD";"Court";15,8302634865135;16,9330318221448;17,4664293439077;18,278582859175;20,4231031349387;"Atlantique"
"PASDOM";2019;"AD";"Court";24,7529144021739;26,5356691039303;28;29,0108695652174;35,6443708609271;"Atlantique"
"PHYCOL";2019;"AD";"Court";6,6020035046729;7,13709677419354;7,49398256570387;7,84568965517241;9,63726809378185;"Atlantique"
"PRUMOD";2019;"AD";"Court";17,0695454545455;18,3484848484848;19,3332438526791;20,2658864767074;22,1689723320158;"Atlantique"
"PYRULA";2019;"AD";"Court";18,6482379807692;20,2624878286271;21,0830308529946;21,6411316108641;25,2596739130434;"Atlantique"
"SYLATR";2019;"AD";"Court";14,7954545454545;16,23125;16,9243421052631;17,8783783783783;20,5799999999999;"Atlantique"
"TROTRO";2019;"AD";"Court";8,56057692307692;9,3882441435633;10,0082872928177;10,4078598484849;11,8816061230964;"Atlantique"
"TURMER";2019;"AD";"Court";77,8283642603499;84,4095672355591;87,7642276422766;93,0107773280729;103,83998015873;"Atlantique"
"TURPHI";2019;"AD";"Court";59,7091803673615;64,9128260869567;67,3072590738422;70,9563760119631;85,1037815126047;"Atlantique"
"AEGCAU";2020;"AD";"Court";7,53600806451613;7,8621688958825;8,06666666666667;8,34713606286187;9,24035862785862;"Atlantique"
"CETCET";2020;"AD";"Court";11,3069764309764;13,3655384810769;14,2801843317972;14,8767436884895;16,8680065524194;"Atlantique"
"ERIRUB";2020;"AD";"Court";14,7960477477477;15,867715231788;16,7342361111111;17,7212063040645;21,9242482517482;"Atlantique"
"FRICOE";2020;"AD";"Court";18,7872577996717;20,3684210526316;21,2297142857142;22,0852071005917;24,1944891640867;"Atlantique"
"PARCAE";2020;"AD";"Court";9,90987903225806;10,2473280523073;10,6974242424242;11,259842519685;12,4091708240668;"Atlantique"
"PARMAJ";2020;"AD";"Court";15,9512235817575;17,0761494252874;17,7272727272727;18,2736882322975;19,7420916513487;"Atlantique"
"PASDOM";2020;"AD";"Court";24,2475549668874;26,1303225806451;27,0791946308725;28,028;30,7794723294723;"Atlantique"
"PHYCOL";2020;"AD";"Court";6,613209370651;7,19512195121953;7,50909090909091;7,83185840707964;9,65534341681131;"Atlantique"
"PRUMOD";2020;"AD";"Court";16,7491239454899;18,768115942029;19,4782608695652;20,354609929078;23,2977099236641;"Atlantique"
"PYRULA";2020;"AD";"Court";19,302902027027;20,3923322683706;21,3316770186335;22,2493670886076;25,5487031441405;"Atlantique"
"SYLATR";2020;"AD";"Court";14,8996621621621;16,2141909814324;16,8851351351351;17,8028169014085;20,0181180596142;"Atlantique"
"TROTRO";2020;"AD";"Court";8,34739977090493;9,39536199095023;9,8480392156863;10,3028947368421;12,1101063829787;"Atlantique"
"TURMER";2020;"AD";"Court";78,233625098062;85,0000000000002;88,3795180722892;92,857170846395;105,193887775551;"Atlantique"
"TURPHI";2020;"AD";"Court";58,0363011456628;65,0819383259912;68;70,5062240663898;82,769540229885;"Atlantique"
"AEGCAU";2021;"AD";"Court";7,54493801652892;7,82494396974366;8,11580459770115;8,47668067226891;9,67887687969925;"Atlantique"
"CETCET";2021;"AD";"Court";11,3285714285714;13,1937926878264;14,4473684210526;14,995067264574;16,6451951748441;"Atlantique"
"ERIRUB";2021;"AD";"Court";14,5730536912752;15,8645736253495;16,5500938967136;17,5780132450331;21,8750042457542;"Atlantique"
"FRICOE";2021;"AD";"Court";19,1673276658156;20,2617502978949;21,2637362637363;22,6158373461744;25,1288011006289;"Atlantique"
"PARCAE";2021;"AD";"Court";9,55947346600332;10,3695014662756;10,6548658956693;11,2063540725442;12,6235159430122;"Atlantique"
"PARMAJ";2021;"AD";"Court";15,7442434210527;16,9858490566038;17,6410969793323;18,2532450213372;20,5257642083395;"Atlantique"
"PASDOM";2021;"AD";"Court";24,3306871609403;26,1556912073006;27,8200972617055;28,7430817610063;30,2959646501081;"Atlantique"
"PHYCOL";2021;"AD";"Court";6,52638888888889;7,25409836065571;7,54817813765179;7,86666666666666;10,0025581395349;"Atlantique"
"PRUMOD";2021;"AD";"Court";17,0849959743397;18,5859934183464;19,3333333333333;20,2052631578947;24,2605797101449;"Atlantique"
"PYRULA";2021;"AD";"Court";18,4630637459259;20,25;21,0703846153846;21,783854742217;25,7566793109229;"Atlantique"
"SYLATR";2021;"AD";"Court";14,6999999999999;15,9860120098905;16,84375;17,9066825883201;20,3350662162161;"Atlantique"
"TROTRO";2021;"AD";"Court";8,5127935222672;9,42263677234776;9,89898989898993;10,6083333333333;11,7933402061855;"Atlantique"
"TURMER";2021;"AD";"Court";76,8662936903071;83,2927566872943;87,3991935483871;92,2586302017656;100,603402084556;"Atlantique"
"TURPHI";2021;"AD";"Court";59,6366386554621;64,6307053941906;67,4285714285714;73,0872246696035;83,0239782122361;"Atlantique"
"AEGCAU";2022;"AD";"Court";7,18368677735766;7,42608695652174;7,7542372881356;8;8,36640513942045;"Atlantique"
"CETCET";2022;"AD";"Court";11,6638084975369;13,1899122807018;14,296875;15,1595902353967;16,6024886877828;"Atlantique"
"ERIRUB";2022;"AD";"Court";14,6;15,7553956834532;16,4;17,221626984127;20,4125;"Atlantique"
"FRICOE";2022;"AD";"Court";17,9824166211044;19,7639751552795;21,2345679012346;22,159509202454;24,1299419279907;"Atlantique"
"PARCAE";2022;"AD";"Court";9,3410071267817;10,228354978355;10,5563909774436;10,9607529527559;12,1121553884712;"Atlantique"
"PARMAJ";2022;"AD";"Court";15,5196259220232;16,9060402684564;17,7;18,3439141356474;19,0376023827253;"Atlantique"
"PASDOM";2022;"AD";"Court";24,5184210526316;26,6933333333333;28,0880503144655;29,3;31,2842767295598;"Atlantique"
"PHYCOL";2022;"AD";"Court";6,49357675423315;7,05190476190475;7,41157024793388;7,73256927317567;9,01170871559633;"Atlantique"
"PRUMOD";2022;"AD";"Court";16,7247584541063;18,1636796105764;18,9051094890511;19,7768005310322;22,7889824842894;"Atlantique"
"PYRULA";2022;"AD";"Court";19,8596385542169;20,655;22,9764705882353;23,8898734177215;27,6161963190184;"Atlantique"
"SYLATR";2022;"AD";"Court";14,7955949197861;15,9429367201426;16,8249073387694;17,8783783783783;20,3062046586059;"Atlantique"
"TROTRO";2022;"AD";"Court";8,08553827953355;9,38761841815379;9,90103092783505;10,4906417112299;12,2560549199085;"Atlantique"
"TURMER";2022;"AD";"Court";78,6779705027004;84,1599609375;88,0357142857143;92,3035102506935;99,7879320276498;"Atlantique"
"TURPHI";2022;"AD";"Court";60,0657983193276;63,9540084388188;66,8230965113317;71,1824649902123;77,9340311347037;"Atlantique"
"ERIRUB";1990;"JUV";"Court";15,696;16,8518918918918;17,64;18,0633802816901;18,2345070422535;"Atlantique"
"PARCAE";1990;"JUV";"Court";10,2876838235294;11,4705882352941;11,6417910447761;12,3809523809524;13,5042242703533;"Atlantique"
"PARMAJ";1990;"JUV";"Court";17,3553391362253;17,4095557458143;17,4697964231355;17,5300371004566;17,5842537100457;"Atlantique"
"PHYCOL";1990;"JUV";"Court";6,90550104073747;7,12280701754386;7,80769230769231;7,86440677966105;8,37916795069338;"Atlantique"
"PRUMOD";1990;"JUV";"Court";16,9016304347827;17,125;17,3731884057972;17,6213768115943;17,8447463768116;"Atlantique"
"SYLATR";1990;"JUV";"Court";17,7029484029484;17,7567567567567;18,5223880597015;18,5396825396825;18,7766955266955;"Atlantique"
"TROTRO";1990;"JUV";"Court";8,4104347826087;8,97391304347826;9,6;10,3;10,93;"Atlantique"
"TURMER";1990;"JUV";"Court";83,6833999999999;83,834;84,0013333333333;84,1686666666667;84,3192666666667;"Atlantique"
"TURPHI";1990;"JUV";"Court";62;62;62;62;62;"Atlantique"
"AEGCAU";1991;"JUV";"Court";7,18095238095238;7,70426065162907;8,28571428571429;8,3997378768021;8,50235910878113;"Atlantique"
"ERIRUB";1991;"JUV";"Court";15,3852631578947;16,6896281800391;16,8835616438356;17,7306638566912;19,6609476757242;"Atlantique"
"PARCAE";1991;"JUV";"Court";10,6716417910448;10,6716417910448;10,6716417910448;10,6716417910448;10,6716417910448;"Atlantique"
"PARMAJ";1991;"JUV";"Court";14,4588815789474;15,6025219298246;15,8933333333334;16,1726437976438;17,2635233918129;"Atlantique"
"PHYCOL";1991;"JUV";"Court";6,11636363636364;6,21626794258373;6,32727272727272;6,49150521609539;6,63931445603579;"Atlantique"
"PRUMOD";1991;"JUV";"Court";16,1435504201681;16,3766806722689;16,6357142857143;17,2526397515528;17,8078726708075;"Atlantique"
"SYLATR";1991;"JUV";"Court";15,8171298058621;16,1172440045679;16,4507042253521;16,9647887323944;17,4274647887324;"Atlantique"
"TURMER";1991;"JUV";"Court";73,0725108225108;77,7599667774086;79,0551181102362;79,6339527680991;83,0690476190476;"Atlantique"
"AEGCAU";1993;"JUV";"Court";6,89025423728817;6,97033898305086;7,125;7,47258771929825;8,07357456140351;"Atlantique"
"ERIRUB";1993;"JUV";"Court";13,885;15,5328185328185;16,3199999999999;16,8707324190254;18,0606246172688;"Atlantique"
"FRICOE";1993;"JUV";"Court";18,3688235294118;18,9190045248869;19,5303167420815;20,141628959276;20,6918099547512;"Atlantique"
"PARCAE";1993;"JUV";"Court";7,23629148629146;10,3174603174603;10,3174603174603;11,3492063492064;12,1036706349206;"Atlantique"
"PARMAJ";1993;"JUV";"Court";15,5208333333333;15,5208333333333;16,2371794871795;16,5555555555556;17,4868055555556;"Atlantique"
"PHYCOL";1993;"JUV";"Court";5,81526315789474;5,95263157894737;6,10526315789474;6,67763157894737;7,19276315789474;"Atlantique"
"PRUMOD";1993;"JUV";"Court";16,7853781512605;18,1323529411765;18,1323529411765;18,4029850746269;18,4029850746269;"Atlantique"
"SYLATR";1993;"JUV";"Court";14,5052453769559;14,7972972972972;15;15,1041666666667;16,5777027027027;"Atlantique"
"TROTRO";1993;"JUV";"Court";8,53333333333333;8,53333333333333;8,53333333333333;8,53333333333333;8,53333333333333;"Atlantique"
"TURMER";1993;"JUV";"Court";68,5147704918032;74,1067213114754;80,32;80,32;80,32;"Atlantique"
"ERIRUB";1994;"JUV";"Court";16,0078947368421;16,078947368421;16,1653076352854;16,3041492196422;16,5169014084507;"Atlantique"
"PARCAE";1994;"JUV";"Court";10,15625;10,15625;10,15625;10,15625;10,15625;"Atlantique"
"SYLATR";1994;"JUV";"Court";17,4394391677974;17,4988692899141;17,5649027589326;17,6309362279512;17,6903663500678;"Atlantique"
"ERIRUB";1995;"JUV";"Court";15,1683673469388;15,7808219178082;16,4571428571429;17,8247471405615;18,2535211267606;"Atlantique"
"PHYCOL";1995;"JUV";"Court";6,78204545454545;6,92045454545454;7,07424242424242;7,2280303030303;7,36643939393939;"Atlantique"
"PRUMOD";1995;"JUV";"Court";17,3805970149254;17,3805970149254;17,3805970149254;17,3805970149254;17,3805970149254;"Atlantique"
"SYLATR";1995;"JUV";"Court";17,2421801643192;17,2968016431925;17,3574921752739;17,4181827073552;17,4728041862285;"Atlantique"
"TROTRO";1995;"JUV";"Court";7,8139534883721;7,8139534883721;7,8139534883721;7,8139534883721;7,8139534883721;"Atlantique"
"TURMER";1995;"JUV";"Court";81,4998834425403;82,5886781754032;83,3293010752688;85,3811475409836;90,0102459016393;"Atlantique"
"AEGCAU";1996;"JUV";"Court";8,16255183413078;8,36236044657097;8,64191063174116;9,00832049306628;9,44265023112481;"Atlantique"
"ERIRUB";1996;"JUV";"Court";15,0475352112676;15,4633204633205;16,3885714285714;16,4571428571429;16,9219387755102;"Atlantique"
"PARMAJ";1996;"JUV";"Court";15,92599086758;16,2199086757991;16,3884095356698;16,4480519480519;16,4480519480519;"Atlantique"
"PHYCOL";1996;"JUV";"Court";6,35190760059613;6,57362146050673;6,65573770491806;6,77250503307451;7,08777681909693;"Atlantique"
"PRUMOD";1996;"JUV";"Court";17,4369787093942;17,9444139596137;18,7788630377524;19,5638215174129;19,9376321517413;"Atlantique"
"SYLATR";1996;"JUV";"Court";15,4663835956918;15,8610190555095;16,2995028997515;16,7379867439934;17,1326222038111;"Atlantique"
