"YEAR";"AGE_first";"SP";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"BIOGEOREF"
2015;"JUV";"PHYCOL";"Court";0;0;0;0;0,142857142857143;"Atlantique"
2016;"JUV";"PHYCOL";"Court";0;0;0;0;0,125;"Atlantique"
2017;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Atlantique"
2018;"JUV";"PHYCOL";"Court";0;0;0;0;0,197916666666667;"Atlantique"
2019;"JUV";"PHYCOL";"Court";0;0;0;0;0,147619047619048;"Atlantique"
2020;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Atlantique"
2021;"JUV";"PHYCOL";"Court";0;0;0;0;0,141666666666667;"Atlantique"
1990;"AD";"PRUMOD";"Court";0,000999999999999997;0,01;0,02;0,03;0,039;"Atlantique"
1991;"AD";"PRUMOD";"Court";0,00681818181818179;0,0681818181818182;0,136363636363636;0,204545454545455;0,265909090909091;"Atlantique"
1992;"AD";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
1993;"AD";"PRUMOD";"Court";0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;"Atlantique"
1994;"AD";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
1995;"AD";"PRUMOD";"Court";0,4;0,4;0,4;0,4;0,4;"Atlantique"
1996;"AD";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2000;"AD";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2001;"AD";"PRUMOD";"Court";0;0;0;0,147058823529412;0,279411764705882;"Atlantique"
2002;"AD";"PRUMOD";"Court";0;0;0,1;0,261111111111111;0,426111111111111;"Atlantique"
2003;"AD";"PRUMOD";"Court";0,005;0,05;0,128571428571429;0,205357142857143;0,245535714285714;"Atlantique"
2004;"AD";"PRUMOD";"Court";0;0;0,0909090909090909;0,195454545454545;0,2125;"Atlantique"
2005;"AD";"PRUMOD";"Court";0;0;0;0;0,0947368421052632;"Atlantique"
2006;"AD";"PRUMOD";"Court";0;0,05;0,211111111111111;0,243055555555556;0,614583333333333;"Atlantique"
2007;"AD";"PRUMOD";"Court";0;0,126984126984127;0,222222222222222;0,333333333333333;0,39375;"Atlantique"
2008;"AD";"PRUMOD";"Court";0;0;0,0555555555555556;0,2125;0,575;"Atlantique"
2009;"AD";"PRUMOD";"Court";0;0;0,190909090909091;0,40625;0,5825;"Atlantique"
2010;"AD";"PRUMOD";"Court";0;0;0,1;0,171428571428571;0,313333333333333;"Atlantique"
2011;"AD";"PRUMOD";"Court";0;0,025;0,140909090909091;0,25974025974026;0,433441558441558;"Atlantique"
2012;"AD";"PRUMOD";"Court";0;0;0;0,21969696969697;0,324242424242424;"Atlantique"
2013;"AD";"PRUMOD";"Court";0;0;0,0714285714285714;0,196428571428571;0,551785714285714;"Atlantique"
2014;"AD";"PRUMOD";"Court";0;0;0,0882352941176471;0,205555555555556;0,348263888888889;"Atlantique"
2015;"AD";"PRUMOD";"Court";0;0;0;0,333333333333333;0,39;"Atlantique"
2016;"AD";"PRUMOD";"Court";0;0;0,117647058823529;0,267156862745098;0,326388888888889;"Atlantique"
2017;"AD";"PRUMOD";"Court";0,20625;0,25;0,25;0,293269230769231;0,330128205128205;"Atlantique"
2018;"AD";"PRUMOD";"Court";0;0;0,111111111111111;0,392361111111111;0,549206349206349;"Atlantique"
2019;"AD";"PRUMOD";"Court";0;0;0,111111111111111;0,215384615384615;0,277472527472527;"Atlantique"
2020;"AD";"PRUMOD";"Court";0;0;0,166666666666667;0,2;0,427878787878788;"Atlantique"
2021;"AD";"PRUMOD";"Court";0;0;0;0,176470588235294;0,6;"Atlantique"
1990;"JUV";"PRUMOD";"Court";0,0125;0,125;0,25;0,375;0,4875;"Atlantique"
1991;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
1992;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
1993;"JUV";"PRUMOD";"Court";0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;"Atlantique"
1994;"JUV";"PRUMOD";"Court";0,125;0,125;0,125;0,125;0,125;"Atlantique"
1995;"JUV";"PRUMOD";"Court";0,25;0,25;0,25;0,25;0,25;"Atlantique"
1996;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2000;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2001;"JUV";"PRUMOD";"Court";0;0;0;0,0714285714285714;0,264285714285714;"Atlantique"
2002;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2003;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2004;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2005;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2006;"JUV";"PRUMOD";"Court";0;0;0;0;0,1;"Atlantique"
2007;"JUV";"PRUMOD";"Court";0;0;0;0;0,555555555555556;"Atlantique"
2008;"JUV";"PRUMOD";"Court";0;0;0;0;0,3625;"Atlantique"
2009;"JUV";"PRUMOD";"Court";0;0;0;0;0,103125;"Atlantique"
2010;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2011;"JUV";"PRUMOD";"Court";0;0;0,0555555555555556;0,168402777777778;0,315104166666667;"Atlantique"
2012;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2013;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2014;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2015;"JUV";"PRUMOD";"Court";0;0;0;0;0,425;"Atlantique"
2016;"JUV";"PRUMOD";"Court";0;0;0;0;0,109375;"Atlantique"
2017;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Atlantique"
2018;"JUV";"PRUMOD";"Court";0;0;0;0,1875;0,31875;"Atlantique"
2019;"JUV";"PRUMOD";"Court";0;0;0;0,05;0,3;"Atlantique"
2020;"JUV";"PRUMOD";"Court";0;0;0;0;0,055;"Atlantique"
2021;"JUV";"PRUMOD";"Court";0;0;0;0;0,066;"Atlantique"
1990;"AD";"SYLATR";"Court";0,0542857142857143;0,0691729323308271;0,0857142857142857;0,100549450549451;0,113901098901099;"Atlantique"
1991;"AD";"SYLATR";"Court";0;0;0;0;0;"Atlantique"
1992;"AD";"SYLATR";"Court";0;0;0;0,0147058823529412;0,0544117647058823;"Atlantique"
1993;"AD";"SYLATR";"Court";0;0;0;0,0694444444444444;0,131944444444444;"Atlantique"
1994;"AD";"SYLATR";"Court";0,00462962962962961;0,0462962962962963;0,0925925925925926;0,138888888888889;0,180555555555556;"Atlantique"
1995;"AD";"SYLATR";"Court";0;0;0;0,0967741935483871;0,183870967741936;"Atlantique"
1996;"AD";"SYLATR";"Court";0;0;0;0;0;"Atlantique"
1997;"AD";"SYLATR";"Court";0,2;0,2;0,2;0,2;0,2;"Atlantique"
1998;"AD";"SYLATR";"Court";0;0;0;0;0;"Atlantique"
1999;"AD";"SYLATR";"Court";0,00499999999999998;0,05;0,1;0,15;0,195;"Atlantique"
2000;"AD";"SYLATR";"Court";0;0,00531914893617021;0,0319148936170213;0,059025394646534;0,202508960573477;"Atlantique"
2001;"AD";"SYLATR";"Court";0;0;0;0,100732600732601;0,27687969924812;"Atlantique"
2002;"AD";"SYLATR";"Court";0;0;0;0,0524453024453024;0,150274725274725;"Atlantique"
2003;"AD";"SYLATR";"Court";0;0;0,06875;0,129901960784314;0,185369318181818;"Atlantique"
2004;"AD";"SYLATR";"Court";0;0;0;0,0666666666666667;0,175925925925926;"Atlantique"
2005;"AD";"SYLATR";"Court";0;0;0;0,0616666666666667;0,231696428571428;"Atlantique"
2006;"AD";"SYLATR";"Court";0;0;0;0,111111111111111;0,742857142857144;"Atlantique"
2007;"AD";"SYLATR";"Court";0;0;0;0,0635416666666667;0,178214285714285;"Atlantique"
2008;"AD";"SYLATR";"Court";0;0;0;0,0714285714285714;0,229545454545455;"Atlantique"
2009;"AD";"SYLATR";"Court";0;0;0;0,101315789473684;0,348333333333333;"Atlantique"
2010;"AD";"SYLATR";"Court";0;0;0;0,0912698412698413;0,259661835748792;"Atlantique"
2011;"AD";"SYLATR";"Court";0;0;0;0,0740740740740741;0,256666666666667;"Atlantique"
2012;"AD";"SYLATR";"Court";0;0;0;0,0633116883116883;0,21;"Atlantique"
2013;"AD";"SYLATR";"Court";0;0;0;0,1;0,255113636363636;"Atlantique"
2014;"AD";"SYLATR";"Court";0;0;0;0,0909090909090909;0,201666666666667;"Atlantique"
2015;"AD";"SYLATR";"Court";0;0;0;0,0692307692307692;0,177058823529412;"Atlantique"
2016;"AD";"SYLATR";"Court";0;0;0,037037037037037;0,154761904761905;0,2625;"Atlantique"
2017;"AD";"SYLATR";"Court";0;0;0;0,0615808823529412;0,248295454545455;"Atlantique"
2018;"AD";"SYLATR";"Court";0;0;0,0544117647058824;0,127083333333333;0,285119047619048;"Atlantique"
2019;"AD";"SYLATR";"Court";0;0;0;0,0922619047619048;0,228846153846154;"Atlantique"
2020;"AD";"SYLATR";"Court";0;0;0,0625;0,101315789473684;0,232070135746606;"Atlantique"
2021;"AD";"SYLATR";"Court";0;0;0;0,0909090909090909;0,25;"Atlantique"
1990;"JUV";"SYLATR";"Court";0;0;0;0,0833333333333333;0,158333333333333;"Atlantique"
1991;"JUV";"SYLATR";"Court";0;0;0;0,0357142857142857;0,132142857142857;"Atlantique"
1992;"JUV";"SYLATR";"Court";0;0;0;0,00555555555555556;0,0205555555555556;"Atlantique"
1993;"JUV";"SYLATR";"Court";0,00178571428571429;0,0178571428571429;0,0357142857142857;0,0491071428571429;0,0611607142857143;"Atlantique"
1994;"JUV";"SYLATR";"Court";0;0;0;0;0;"Atlantique"
1995;"JUV";"SYLATR";"Court";0;0;0;0;0;"Atlantique"
1996;"JUV";"SYLATR";"Court";0;0;0;0;0;"Atlantique"
1998;"JUV";"SYLATR";"Court";0;0;0;0;0;"Atlantique"
1999;"JUV";"SYLATR";"Court";0,00044642857142857;0,00446428571428571;0,00892857142857143;0,0133928571428571;0,0174107142857143;"Atlantique"
2000;"JUV";"SYLATR";"Court";0;0;0;0;0,0191489361702128;"Atlantique"
2001;"JUV";"SYLATR";"Court";0;0;0;0;0;"Atlantique"
2002;"JUV";"SYLATR";"Court";0;0;0;0;0,0477663706992231;"Atlantique"
2003;"JUV";"SYLATR";"Court";0;0;0;0;0,120542635658915;"Atlantique"
2004;"JUV";"SYLATR";"Court";0;0;0;0;0;"Atlantique"
2005;"JUV";"SYLATR";"Court";0;0;0;0;0,0128571428571428;"Atlantique"
2006;"JUV";"SYLATR";"Court";0;0;0;0;0,0325;"Atlantique"
2007;"JUV";"SYLATR";"Court";0;0;0;0;0,129017857142857;"Atlantique"
2008;"JUV";"SYLATR";"Court";0;0;0;0;0,375;"Atlantique"
2009;"JUV";"SYLATR";"Court";0;0;0;0;0,155714285714286;"Atlantique"
2010;"JUV";"SYLATR";"Court";0;0;0;0;0,196428571428571;"Atlantique"
2011;"JUV";"SYLATR";"Court";0;0;0;0,0248290459133833;0,129884615384615;"Atlantique"
2012;"JUV";"SYLATR";"Court";0;0;0;0;0,0539434523809524;"Atlantique"
2013;"JUV";"SYLATR";"Court";0;0;0;0;0,383333333333333;"Atlantique"
2014;"JUV";"SYLATR";"Court";0;0;0;0,0308349146110057;0,109243697478992;"Atlantique"
2015;"JUV";"SYLATR";"Court";0;0;0;0;0,085;"Atlantique"
2016;"JUV";"SYLATR";"Court";0;0;0;0;0,0848214285714286;"Atlantique"
2017;"JUV";"SYLATR";"Court";0;0;0;0;0,222222222222222;"Atlantique"
2018;"JUV";"SYLATR";"Court";0;0;0;0;0,115;"Atlantique"
2019;"JUV";"SYLATR";"Court";0;0;0;0;0,109444444444444;"Atlantique"
2020;"JUV";"SYLATR";"Court";0;0;0;0;0,123295454545454;"Atlantique"
2021;"JUV";"SYLATR";"Court";0;0;0;0;0,111904761904762;"Atlantique"
1990;"AD";"TURMER";"Court";0;0;0,0517241379310345;0,170178799489144;0,350351213282248;"Atlantique"
1991;"AD";"TURMER";"Court";0;0;0;0,111111111111111;0,236111111111111;"Atlantique"
1992;"AD";"TURMER";"Court";0;0;0;0,285714285714286;0,343571428571429;"Atlantique"
1993;"AD";"TURMER";"Court";0,015;0,15;0,225;0,25;0,25;"Atlantique"
1994;"AD";"TURMER";"Court";0,00394736842105264;0,0394736842105263;0,0789473684210526;0,0894736842105263;0,0989473684210526;"Atlantique"
1995;"AD";"TURMER";"Court";0;0;0,142857142857143;0,28781512605042;0,293487394957983;"Atlantique"
1996;"AD";"TURMER";"Court";0,00416666666666665;0,0416666666666667;0,0833333333333333;0,125;0,1625;"Atlantique"
1997;"AD";"TURMER";"Court";0,252678571428571;0,276785714285714;0,303571428571429;0,330357142857143;0,354464285714286;"Atlantique"
1998;"AD";"TURMER";"Court";0,223484848484848;0,234848484848485;0,247474747474747;0,26010101010101;0,271464646464646;"Atlantique"
1999;"AD";"TURMER";"Court";0,00625000000000001;0,0625;0,125;0,1625;0,19625;"Atlantique"
2000;"AD";"TURMER";"Court";0;0,0277777777777778;0,11437908496732;0,216911764705882;0,28125;"Atlantique"
2001;"AD";"TURMER";"Court";0;0;0,0384615384615385;0,272727272727273;0,403508771929825;"Atlantique"
2002;"AD";"TURMER";"Court";0;0;0;0,153846153846154;0,205555555555555;"Atlantique"
2003;"AD";"TURMER";"Court";0;0;0,111111111111111;0,2;0,329545454545454;"Atlantique"
2004;"AD";"TURMER";"Court";0;0;0;0,115357142857143;0,2625;"Atlantique"
2005;"AD";"TURMER";"Court";0;0;0;0,125;0,32;"Atlantique"
2006;"AD";"TURMER";"Court";0;0;0;0,100961538461538;0,2;"Atlantique"
2007;"AD";"TURMER";"Court";0;0,025;0,195238095238095;0,355555555555556;0,811111111111111;"Atlantique"
2008;"AD";"TURMER";"Court";0;0;0;0,142857142857143;0,3075;"Atlantique"
2009;"AD";"TURMER";"Court";0;0;0,0833333333333333;0,2;0,441666666666667;"Atlantique"
2010;"AD";"TURMER";"Court";0;0;0,104166666666667;0,266666666666667;0,799999999999999;"Atlantique"
2011;"AD";"TURMER";"Court";0;0;0,0860805860805861;0,196428571428571;0,432222222222222;"Atlantique"
2012;"AD";"TURMER";"Court";0;0;0,0909090909090909;0,19047619047619;0,377777777777778;"Atlantique"
2013;"AD";"TURMER";"Court";0;0,0848214285714286;0,202020202020202;0,285714285714286;0,325;"Atlantique"
2014;"AD";"TURMER";"Court";0;0;0,0909090909090909;0,142857142857143;0,511111111111111;"Atlantique"
2015;"AD";"TURMER";"Court";0;0;0,162337662337662;0,267045454545455;0,510714285714286;"Atlantique"
2016;"AD";"TURMER";"Court";0;0;0;0,10625;0,375;"Atlantique"
2017;"AD";"TURMER";"Court";0;0;0,1;0,190909090909091;0,441666666666667;"Atlantique"
2018;"AD";"TURMER";"Court";0;0;0,1;0,166666666666667;0,365454545454546;"Atlantique"
2019;"AD";"TURMER";"Court";0;0;0;0,285714285714286;0,375;"Atlantique"
2020;"AD";"TURMER";"Court";0;0;0,0416666666666667;0,205555555555556;0,456730769230769;"Atlantique"
2021;"AD";"TURMER";"Court";0;0;0,113095238095238;0,230113636363636;0,896875;"Atlantique"
1990;"JUV";"TURMER";"Court";0;0;0;0;0;"Atlantique"
1991;"JUV";"TURMER";"Court";0;0;0;0;0,0818181818181819;"Atlantique"
1992;"JUV";"TURMER";"Court";0;0;0;0;0;"Atlantique"
1993;"JUV";"TURMER";"Court";0;0;0;0,0166666666666667;0,0616666666666667;"Atlantique"
1994;"JUV";"TURMER";"Court";0,00454545454545455;0,0454545454545455;0,0909090909090909;0,145454545454545;0,194545454545455;"Atlantique"
1995;"JUV";"TURMER";"Court";0;0;0;0,015625;0,0578125;"Atlantique"
1996;"JUV";"TURMER";"Court";0;0;0;0;0;"Atlantique"
1997;"JUV";"TURMER";"Court";0,10375;0,1375;0,175;0,2125;0,24625;"Atlantique"
1998;"JUV";"TURMER";"Court";0,00131578947368421;0,0131578947368421;0,0263157894736842;0,0394736842105263;0,0513157894736842;"Atlantique"
1999;"JUV";"TURMER";"Court";0,0111111111111111;0,111111111111111;0,222222222222222;0,236111111111111;0,248611111111111;"Atlantique"
2000;"JUV";"TURMER";"Court";0;0;0;0;0;"Atlantique"
2001;"JUV";"TURMER";"Court";0;0;0;0;0,2;"Atlantique"
2002;"JUV";"TURMER";"Court";0;0;0;0;0,167272727272727;"Atlantique"
2003;"JUV";"TURMER";"Court";0;0;0;0;0,1175;"Atlantique"
2004;"JUV";"TURMER";"Court";0;0;0;0,025;0,11625;"Atlantique"
2005;"JUV";"TURMER";"Court";0;0;0;0;0,2;"Atlantique"
2006;"JUV";"TURMER";"Court";0;0;0;0;0,129166666666667;"Atlantique"
2007;"JUV";"TURMER";"Court";0;0;0;0;0,375;"Atlantique"
2008;"JUV";"TURMER";"Court";0;0;0;0;0,65;"Atlantique"
2009;"JUV";"TURMER";"Court";0;0;0;0;0,2125;"Atlantique"
2010;"JUV";"TURMER";"Court";0;0;0;0,0416666666666667;0,770833333333333;"Atlantique"
2011;"JUV";"TURMER";"Court";0;0;0;0,0416666666666667;0,25;"Atlantique"
2012;"JUV";"TURMER";"Court";0;0;0;0;0;"Atlantique"
2013;"JUV";"TURMER";"Court";0;0;0;0,0454545454545455;0,8;"Atlantique"
2014;"JUV";"TURMER";"Court";0;0;0;0,0926315789473684;0,18;"Atlantique"
2015;"JUV";"TURMER";"Court";0;0;0;0;0,480000000000001;"Atlantique"
2016;"JUV";"TURMER";"Court";0;0;0;0;0;"Atlantique"
2017;"JUV";"TURMER";"Court";0;0;0;0;0,721428571428571;"Atlantique"
2018;"JUV";"TURMER";"Court";0;0;0;0;0,0823863636363636;"Atlantique"
2019;"JUV";"TURMER";"Court";0;0;0;0;0,41;"Atlantique"
2020;"JUV";"TURMER";"Court";0;0;0;0;0,0788770053475936;"Atlantique"
2021;"JUV";"TURMER";"Court";0;0;0;0;0;"Atlantique"
1990;"AD";"ACRSCI";"Long";0,162162162162162;0,162162162162162;0,162162162162162;0,162162162162162;0,162162162162162;"Atlantique"
1991;"AD";"ACRSCI";"Long";0,00499999999999998;0,05;0,1;0,15;0,195;"Atlantique"
1992;"AD";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
1993;"AD";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
1994;"AD";"ACRSCI";"Long";0,133333333333333;0,133333333333333;0,133333333333333;0,133333333333333;0,133333333333333;"Atlantique"
1995;"AD";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
1997;"AD";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
1998;"AD";"ACRSCI";"Long";0,0833333333333333;0,0833333333333333;0,0833333333333333;0,0833333333333333;0,0833333333333333;"Atlantique"
1999;"AD";"ACRSCI";"Long";0,0344827586206897;0,0344827586206897;0,0344827586206897;0,0344827586206897;0,0344827586206897;"Atlantique"
2000;"AD";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2001;"AD";"ACRSCI";"Long";0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111;"Atlantique"
2002;"AD";"ACRSCI";"Long";0,0833333333333333;0,0833333333333333;0,0833333333333333;0,135416666666667;0,182291666666667;"Atlantique"
2003;"AD";"ACRSCI";"Long";0,0527631578947368;0,0776315789473684;0,105263157894737;0,302631578947368;0,480263157894737;"Atlantique"
2004;"AD";"ACRSCI";"Long";0;0;0;0,0555555555555556;0,205555555555555;"Atlantique"
2005;"AD";"ACRSCI";"Long";0,0076923076923077;0,0769230769230769;0,0952380952380952;0,142857142857143;0,164285714285714;"Atlantique"
2006;"AD";"ACRSCI";"Long";0;0;0,111111111111111;0,131578947368421;0,238157894736842;"Atlantique"
2007;"AD";"ACRSCI";"Long";0,00263157894736842;0,0263157894736842;0,115384615384615;0,176470588235294;0,179647058823529;"Atlantique"
2008;"AD";"ACRSCI";"Long";0,0496162280701754;0,108359133126935;0,127005347593583;0,164525691699605;0,568614130434783;"Atlantique"
2009;"AD";"ACRSCI";"Long";0;0,0238095238095238;0,111111111111111;0,22737556561086;0,34180602006689;"Atlantique"
2010;"AD";"ACRSCI";"Long";0;0;0,04;0,137899262899263;0,369636824324324;"Atlantique"
2011;"AD";"ACRSCI";"Long";0;0;0,148484848484848;0,225745257452575;0,34672514619883;"Atlantique"
2012;"AD";"ACRSCI";"Long";0,00978260869565217;0,0780632411067194;0,125;0,169856459330144;0,216161616161616;"Atlantique"
2013;"AD";"ACRSCI";"Long";0;0,0197368421052632;0,126696832579186;0,205316742081448;0,242279411764706;"Atlantique"
2014;"AD";"ACRSCI";"Long";0,034755608974359;0,0683760683760684;0,127727856225931;0,247368421052632;0,360032894736842;"Atlantique"
2015;"AD";"ACRSCI";"Long";0;0;0,0833333333333333;0,166666666666667;0,220567375886525;"Atlantique"
2016;"AD";"ACRSCI";"Long";0;0;0;0,153061224489796;0,230550401978973;"Atlantique"
2017;"AD";"ACRSCI";"Long";0,015;0,102631578947368;0,111111111111111;0,127016129032258;0,161021505376344;"Atlantique"
2018;"AD";"ACRSCI";"Long";0;0;0,1;0,137931034482759;0,382857142857143;"Atlantique"
2019;"AD";"ACRSCI";"Long";0;0,0476190476190476;0,0833333333333333;0,117647058823529;0,189880952380952;"Atlantique"
2020;"AD";"ACRSCI";"Long";0;0,05;0,0984615384615385;0,141746411483254;0,221749226006192;"Atlantique"
2021;"AD";"ACRSCI";"Long";0;0;0;0,0333333333333333;0,11625;"Atlantique"
1990;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
1992;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
1997;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
1998;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
1999;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2000;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2002;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2003;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2004;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2005;"JUV";"ACRSCI";"Long";0,0046875;0,046875;0,102678571428571;0,357142857142857;0,935714285714286;"Atlantique"
2006;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2007;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2008;"JUV";"ACRSCI";"Long";0;0;0;0,0833333333333333;0,158333333333333;"Atlantique"
2009;"JUV";"ACRSCI";"Long";0;0;0;0;0,141666666666667;"Atlantique"
2010;"JUV";"ACRSCI";"Long";0;0;0;0;0,0473684210526316;"Atlantique"
2011;"JUV";"ACRSCI";"Long";0;0;0;0,0555555555555556;0,134126984126984;"Atlantique"
2012;"JUV";"ACRSCI";"Long";0;0;0;0;0,0416666666666667;"Atlantique"
2013;"JUV";"ACRSCI";"Long";0;0;0;0,0833333333333333;0,451388888888889;"Atlantique"
2014;"JUV";"ACRSCI";"Long";0;0;0;0;0,425;"Atlantique"
2015;"JUV";"ACRSCI";"Long";0;0;0;0;0,0800000000000001;"Atlantique"
2016;"JUV";"ACRSCI";"Long";0;0;0;0;0,0425;"Atlantique"
2017;"JUV";"ACRSCI";"Long";0;0;0;0,075;0,8875;"Atlantique"
2018;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2019;"JUV";"ACRSCI";"Long";0;0;0;0,107142857142857;0,163690476190476;"Atlantique"
2020;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2021;"JUV";"ACRSCI";"Long";0;0;0;0;0,425;"Atlantique"
1991;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1992;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1993;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1994;"AD";"HIPPOL";"Long";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;"Atlantique"
1995;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1997;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1998;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1999;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2000;"AD";"HIPPOL";"Long";0,230769230769231;0,230769230769231;0,230769230769231;0,230769230769231;0,230769230769231;"Atlantique"
2001;"AD";"HIPPOL";"Long";0,0034090909090909;0,0340909090909091;0,0681818181818182;0,102272727272727;0,132954545454545;"Atlantique"
2002;"AD";"HIPPOL";"Long";0;0;0;0,0833333333333333;0,308333333333333;"Atlantique"
2003;"AD";"HIPPOL";"Long";0;0;0;0;0,0972222222222222;"Atlantique"
2004;"AD";"HIPPOL";"Long";0;0;0;0,0940438871473354;0,327478448275862;"Atlantique"
2005;"AD";"HIPPOL";"Long";0,0142857142857143;0,0833333333333333;0,111111111111111;0,142857142857143;0,408080808080808;"Atlantique"
2006;"AD";"HIPPOL";"Long";0;0;0;0;0,0600000000000001;"Atlantique"
2007;"AD";"HIPPOL";"Long";0;0;0;0,0517857142857143;0,111785714285714;"Atlantique"
2008;"AD";"HIPPOL";"Long";0;0;0,0227272727272727;0,105113636363636;0,184979838709677;"Atlantique"
2009;"AD";"HIPPOL";"Long";0;0;0,125;0,176470588235294;0,325714285714286;"Atlantique"
2010;"AD";"HIPPOL";"Long";0;0,0714285714285714;0,166666666666667;0,1875;0,312820512820513;"Atlantique"
2011;"AD";"HIPPOL";"Long";0;0;0,0357142857142857;0,0817307692307692;0,189806547619048;"Atlantique"
2012;"AD";"HIPPOL";"Long";0;0;0,0263157894736842;0,115942028985507;0,225891861761427;"Atlantique"
2013;"AD";"HIPPOL";"Long";0;0;0,0907103825136612;0,226190476190476;0,292753623188406;"Atlantique"
2014;"AD";"HIPPOL";"Long";0,0105263157894737;0,0625;0,105263157894737;0,125;0,219397993311037;"Atlantique"
2015;"AD";"HIPPOL";"Long";0;0;0,0238095238095238;0,12987012987013;0,15189205955335;"Atlantique"
2016;"AD";"HIPPOL";"Long";0;0;0;0,111111111111111;0,30062893081761;"Atlantique"
2017;"AD";"HIPPOL";"Long";0;0;0;0,0668498168498168;0,101785714285714;"Atlantique"
2018;"AD";"HIPPOL";"Long";0;0;0,109649122807018;0,195833333333333;0,279464285714286;"Atlantique"
2019;"AD";"HIPPOL";"Long";0;0;0,0357142857142857;0,116515837104072;0,350551470588235;"Atlantique"
2020;"AD";"HIPPOL";"Long";0;0;0;0,0789473684210526;0,130344827586207;"Atlantique"
2021;"AD";"HIPPOL";"Long";0;0;0;0,15;0,24375;"Atlantique"
1992;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1994;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1995;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2000;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2001;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2002;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2003;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2004;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2005;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2006;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2007;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2008;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2009;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
