"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
2019;"Terrestre";1,25641025641026;2,14285714285714;3;3;6,53333333333333;"ACRSCH"
2020;"Terrestre";2,5625;3,25;4,14285714285714;7,82142857142857;33,7386363636364;"ACRSCH"
2021;"Terrestre";2,675;4,25;6;9,75;13,125;"ACRSCH"
2022;"Terrestre";4,25;6,5;9;12,2272727272727;15,1318181818182;"ACRSCH"
1990;"Terrestre";1,65411764705882;5,74117647058824;11,1274509803922;18,0357142857143;26,2321428571429;"ACRSCI"
1991;"Terrestre";1,2;1,63529411764706;4,41176470588235;6,62683823529412;15,859375;"ACRSCI"
1992;"Terrestre";0,705;1,90714285714286;4,21428571428571;8,13005390835579;39,025;"ACRSCI"
1993;"Terrestre";1,18861607142857;3,44866071428571;5;13,1948051948052;33,3922077922078;"ACRSCI"
1994;"Terrestre";4,39285714285714;5,35714285714286;6,42857142857143;19,5779220779221;31,4123376623377;"ACRSCI"
1995;"Terrestre";1,28571428571429;2,85714285714286;3,75;5,71428571428571;12,7649769585253;"ACRSCI"
1996;"Terrestre";1,33324949698189;1,92404426559356;6,15207373271889;17,0755131964809;35,7439149560117;"ACRSCI"
1997;"Terrestre";1,03371710526316;1,8609022556391;5,86206896551724;11,4563567362429;27,3307486631016;"ACRSCI"
1998;"Terrestre";1,31430689399555;1,94331983805668;3,52941176470588;8,52534562211981;21,1608504398827;"ACRSCI"
1999;"Terrestre";7,55443548387097;8,04435483870968;8,25576036866359;14,0324675324675;29,5487012987013;"ACRSCI"
2000;"Terrestre";1,70738045738046;3,3021978021978;8,94930875576037;11,9758064516129;30,7848240469208;"ACRSCI"
2001;"Terrestre";1,21153846153846;1,84065934065934;2,30769230769231;5,15668202764977;20,2490096208263;"ACRSCI"
2002;"Terrestre";0,927567567567568;1,73913043478261;2,5;4;37,8181818181818;"ACRSCI"
2003;"Terrestre";1,68421052631579;2,87142857142857;5,71428571428571;12,0161290322581;42,0637958532695;"ACRSCI"
2004;"Terrestre";1,19327073552426;2,35576923076923;5,5161943319838;10,3260869565217;27,4038277511962;"ACRSCI"
2005;"Terrestre";1,35;3,46153846153846;6;13,5714285714286;28,3333333333333;"ACRSCI"
2006;"Terrestre";1,62280701754386;5,80645161290323;8;12;31,0833333333333;"ACRSCI"
2007;"Terrestre";1,32307692307692;4,21052631578947;7,5;11,3333333333333;33,5;"ACRSCI"
2008;"Terrestre";1,68269230769231;3;5,6;9,6875;29,9210526315789;"ACRSCI"
2009;"Terrestre";1,58653846153846;2,5;4,61538461538461;12,6315789473684;24;"ACRSCI"
