"SP";"YEAR";"AGE_first";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
"ERIRUB";1995;"AD";"Court";15,4677746478873;15,7837837837837;16;17,52;21,3712273641851;"Terrestre"
"FRICOE";1995;"AD";"Court";21,2345679012346;21,2345679012346;21,2345679012346;21,2345679012346;21,2345679012346;"Terrestre"
"PARMAJ";1995;"AD";"Court";18,7566021126761;18,8160211267606;18,8820422535211;18,9480633802817;19,0074823943662;"Terrestre"
"PHYCOL";1995;"AD";"Court";6,4828629032258;6,85512295081968;7,18315184513007;7,93277310924367;8,37097178683386;"Terrestre"
"PRUMOD";1995;"AD";"Court";16,1151079136691;16,1151079136691;18,4830858717281;21,2064796905222;22,1661025145068;"Terrestre"
"SYLATR";1995;"AD";"Court";14,9677746478873;16,6599999999999;17,1164383561644;17,8783783783783;23,0264560334983;"Terrestre"
"TROTRO";1995;"AD";"Court";7,86808300395257;8,52173913043478;9;11;11;"Terrestre"
"TURMER";1995;"AD";"Court";85,7437500000003;90,1754032258065;91,3316326530612;92,2689302884617;94,5706730769231;"Terrestre"
"AEGCAU";1996;"AD";"Court";9,08014777980109;9,13205631040762;9,18973245552598;9,24740860064435;9,29931713125088;"Terrestre"
"ERIRUB";1996;"AD";"Court";13,8833333333333;15,7837837837837;16,5466666666667;17,2894736842105;19,5059627329193;"Terrestre"
"FRICOE";1996;"AD";"Court";20,190733804966;21,2754791804362;23,65;24,1219512195122;24,3750828063836;"Terrestre"
"PAPALU";1996;"AD";"Court";10,3472014925373;10,3824626865672;10,4216417910448;10,4608208955224;10,4960820895522;"Terrestre"
"PARCAE";1996;"AD";"Court";10,047619047619;10,4160830999066;10,6716417910448;10,9072494669509;11,1675223214286;"Terrestre"
"PARMAJ";1996;"AD";"Court";16,0382911392405;17,4067475009256;18,0128091086995;18,7810430463576;21,3181506849315;"Terrestre"
"PHYCOL";1996;"AD";"Court";6,37314935064935;6,77049180327866;7,61290322580644;7,76507887411072;8,52956896551726;"Terrestre"
"PRUMOD";1996;"AD";"Court";18,1071594968162;19,1137998691956;20,1515151515151;20,2898550724638;24,134328358209;"Terrestre"
"PYRULA";1996;"AD";"Court";22,0129411764706;22,8705882352942;23,8235294117648;24,5680147058824;25,2380514705882;"Terrestre"
"SYLATR";1996;"AD";"Court";15,0163907284768;16,0855172413793;16,9277235921973;18,0025337837837;19,91469949836;"Terrestre"
"TROTRO";1996;"AD";"Court";8,64705882352943;9;10;10,5686274509804;11,7137254901961;"Terrestre"
"TURMER";1996;"AD";"Court";72,3179270038167;85,5827082295817;89,9472656250001;93,7822265625001;99,3908770161291;"Terrestre"
"TURPHI";1996;"AD";"Court";65,6;66;66;67;69,3307692307692;"Terrestre"
"AEGCAU";1997;"AD";"Court";11;11;11;11;11;"Terrestre"
"ERIRUB";1997;"AD";"Court";16;16;16;16;16;"Terrestre"
"FRICOE";1997;"AD";"Court";20,3651435705369;21,0222222222222;22,0243902439024;22,1935483870968;22,9852084972463;"Terrestre"
"PHYCOL";1997;"AD";"Court";7,56272727272728;8,04545454545455;8,58181818181819;9,85694682675815;11,0045626072041;"Terrestre"
"PRUMOD";1997;"AD";"Court";17,5554577464789;18,9189189189189;19,0971406188797;19,8245745745745;20,5740740740741;"Terrestre"
"SYLATR";1997;"AD";"Court";15,7010469798657;16,7718120805369;17,3541666666667;19,5999999999999;22,028582781457;"Terrestre"
"TROTRO";1997;"AD";"Court";9,09278350515464;9,09278350515464;9,09278350515464;9,09278350515464;9,09278350515464;"Terrestre"
"TURMER";1997;"AD";"Court";76,8393536121671;83,3549360795454;87,6562500000001;94,2794466403162;102,158827674464;"Terrestre"
"TURPHI";1997;"AD";"Court";62,8688524590161;62,8688524590161;63,0689655172414;64,0344827586207;69,7655737704916;"Terrestre"
"ERIRUB";1998;"AD";"Court";15,8166666666666;16,1126126126126;16,4539682539683;17,0142857142857;17,9014285714286;"Terrestre"
"FRICOE";1998;"AD";"Court";20,5072058823529;21,2470588235294;22,0243902439024;22,0243902439024;25,1357723577236;"Terrestre"
"PARCAE";1998;"AD";"Court";11,171875;11,171875;11,171875;11,171875;11,171875;"Terrestre"
"PARMAJ";1998;"AD";"Court";16,2162162162162;16,2162162162162;16,3873288873289;16,5584415584415;16,5584415584415;"Terrestre"
"PHYCOL";1998;"AD";"Court";6,71544715447156;6,74296947887511;6,88333333333335;7,64814814814814;8,04298850574714;"Terrestre"
"PRUMOD";1998;"AD";"Court";15,8666666666667;16,9890873015873;18,2608695652174;19,7887323943663;22,0092710997442;"Terrestre"
"PYRULA";1998;"AD";"Court";21,0838235294118;21,9176470588236;22,3941176470589;23,4981348637015;26,8837271341463;"Terrestre"
"SYLATR";1998;"AD";"Court";14,8860759493671;15,8918918918918;16,2272727272727;17,1164383561644;19,1262276360868;"Terrestre"
"TROTRO";1998;"AD";"Court";9,6528799019608;10,0582107843137;10,2083333333333;10,40625;10,940625;"Terrestre"
"TURMER";1998;"AD";"Court";79,2045454545454;85,2361111111114;90,2436534706196;97,3282442748089;105,455152671755;"Terrestre"
"TURPHI";1998;"AD";"Court";56,0983606557375;58,0408469945355;59,9833333333335;68,4756097560976;75,3335524920467;"Terrestre"
"AEGCAU";1999;"AD";"Court";8,16568181818183;8,38989028213167;8,60989583333334;8,71428571428571;8,90021551724138;"Terrestre"
"ERIRUB";1999;"AD";"Court";14,9296489104116;15,8372881355932;16;16,4507042253521;18,3639322421012;"Terrestre"
"FRICOE";1999;"AD";"Court";20,1815060240963;20,7228915662651;21,4999999999999;22,3415404040404;24,6993763858093;"Terrestre"
"PARCAE";1999;"AD";"Court";10,0483870967742;10,4838709677419;10,5147058823529;12;12;"Terrestre"
"PARMAJ";1999;"AD";"Court";17,7979166666667;18,6041666666667;19,5;19,75;19,975;"Terrestre"
"PHYCOL";1999;"AD";"Court";6,26548672566372;6,88333333333335;7,64485245901636;7,90000000000002;8,87922169811322;"Terrestre"
"PRUMOD";1999;"AD";"Court";17;17,0067567567567;17,5;17,9932432432432;19,8758992805755;"Terrestre"
"PYRULA";1999;"AD";"Court";19,6954079173838;21,2914285714285;22,275;22,5;25,3646341463414;"Terrestre"
"SYLATR";1999;"AD";"Court";15,394909090909;16,6599999999999;17,6198630136986;18,744966442953;21,4126689189189;"Terrestre"
"TROTRO";1999;"AD";"Court";9,39340425531914;9,48723404255318;9,59148936170211;9,69574468085104;9,78957446808507;"Terrestre"
"TURMER";1999;"AD";"Court";79,39871002907;84,6679687500001;87,6562500000001;92,4618320610684;104,308641975309;"Terrestre"
"TURPHI";1999;"AD";"Court";61,6168477146954;62,8575527772085;70,4530571333111;78,3972602739726;80,5794520547945;"Terrestre"
"AEGCAU";2000;"AD";"Court";7,52324380165289;8,1;8,36290322580646;9,34519286966687;10;"Terrestre"
"CETCET";2000;"AD";"Court";11,6298548094374;12,8421052631579;14;14,758064516129;15,6669738863287;"Terrestre"
"ERIRUB";2000;"AD";"Court";14,63;16,2222222222222;16,8057553956835;17,7946680080483;21,437323943662;"Terrestre"
"FRICOE";2000;"AD";"Court";21,3683843471523;21,9894308943089;22,343031968032;22,6826765188835;26,3688091822095;"Terrestre"
"PAPALU";2000;"AD";"Court";9,66189516129032;9,73991935483871;9,82661290322581;9,9133064516129;9,99133064516129;"Terrestre"
"PARCAE";2000;"AD";"Court";10,0704793840039;10,8333333333333;10,9963235294117;11,298828125;12,2390873015873;"Terrestre"
"PARMAJ";2000;"AD";"Court";15,925;17;17,3913043478261;18,256237006237;20,2601867572157;"Terrestre"
"PASDOM";2000;"AD";"Court";28,5;28,5;28,5;28,5;28,5;"Terrestre"
"PHYCOL";2000;"AD";"Court";6,55555555555556;7,12068965517241;7,73770491803276;8,28070175438597;9,83333333333333;"Terrestre"
"PRUMOD";2000;"AD";"Court";17,6405797101449;18,6687352245862;19,2753623188406;19,9253731343284;21,449604743083;"Terrestre"
"PYRULA";2000;"AD";"Court";19,0852134146341;19,6875;21,1071428571428;22,4030873493976;24,8724683544304;"Terrestre"
"SYLATR";2000;"AD";"Court";15,2047322540473;16,4407894736842;17,3541666666667;18,375;21;"Terrestre"
"TROTRO";2000;"AD";"Court";8,5625;9,45864790665751;10;10,8975365619755;12,0620967741935;"Terrestre"
"TURMER";2000;"AD";"Court";75,4443644662922;83,6754440154443;87,6991088180115;91,6708096590909;99,4830985482284;"Terrestre"
"TURPHI";2000;"AD";"Court";60,2695652173913;64,0161943319835;66,695652173913;71,8260869565217;80,7435344827586;"Terrestre"
"AEGCAU";2001;"AD";"Court";7,17999293785311;7,87096774193549;8;8,20958333333333;8,60178571428571;"Terrestre"
"CETCET";2001;"AD";"Court";14,5811403508772;15,2368421052632;16,0387596899225;16,1947830707677;16,7073588709677;"Terrestre"
"ERIRUB";2001;"AD";"Court";14,7972972972972;16,2222222222222;17;17,9929577464789;22,6637394957983;"Terrestre"
"FRICOE";2001;"AD";"Court";19,3311727335165;20,3696928071928;21,2464974337634;22,0182926829268;23,7395833333333;"Terrestre"
"PAPALU";2001;"AD";"Court";9,78024193548387;10,1612903225806;10,1612903225806;10,5338709677419;11,5174317617866;"Terrestre"
"PARCAE";2001;"AD";"Court";10,1154819542254;10,8333333333333;11,2605406746032;11,6417910447761;15,2987989738806;"Terrestre"
"PARMAJ";2001;"AD";"Court";15,4265987177379;16,5584415584415;17,3076923076923;18,4931506849315;20,7246376811594;"Terrestre"
"PASDOM";2001;"AD";"Court";25,5913490853659;26,5420768870136;27,109748427673;27,675925925926;30,3978343949045;"Terrestre"
"PHYCOL";2001;"AD";"Court";6,46475415711011;7,34439834024893;7,79245283018868;8,46255760368664;9,83333333333336;"Terrestre"
"PRUMOD";2001;"AD";"Court";16,7251109396103;18,4722222222222;19,2253521126761;20,1861001317523;23,7007462686567;"Terrestre"
"PYRULA";2001;"AD";"Court";18,5686363636363;20,2499999999999;20,7321428571428;22,275;25,5637951807229;"Terrestre"
"SYLATR";2001;"AD";"Court";14,8986486486486;16,4407894736842;17,1164383561644;18,375;21,5599999999999;"Terrestre"
"TROTRO";2001;"AD";"Court";8,00916917778734;9,38297872340425;10;10,7480434782608;12,4259308510638;"Terrestre"
"TURMER";2001;"AD";"Court";76,0075481371767;83,0681818181817;87,0731707317073;92,1923076923081;104,530438158886;"Terrestre"
"TURPHI";2001;"AD";"Court";58,0840923236516;63,6623563218391;67,2314516129033;71,801724137931;84,2130541871921;"Terrestre"
"AEGCAU";2002;"AD";"Court";7,20110169491526;8;8,5;8,78813559322034;10,1078512396694;"Terrestre"
"CETCET";2002;"AD";"Court";11,1152988215488;12,5074873453318;14,0594795539034;14,8660377358491;17,1563636363636;"Terrestre"
"ERIRUB";2002;"AD";"Court";14,9801034482758;16;16,6137931034483;17,4947183098592;21,9539788732394;"Terrestre"
"FRICOE";2002;"AD";"Court";19,2655357142857;20,4932539682539;21,1849329205366;22,5202810180276;23,9571428571429;"Terrestre"
"PAPALU";2002;"AD";"Court";9,97787031150668;10,327868852459;10,5882352941177;10,6615384615385;10,8545254598774;"Terrestre"
"PARCAE";2002;"AD";"Court";9,43548387096774;10,0279523809524;10,43046875;11;11,9714566929134;"Terrestre"
"PARMAJ";2002;"AD";"Court";15,1593782929399;16,9393932085665;17,5364077669903;18,2497401247401;20,4050164473684;"Terrestre"
"PASDOM";2002;"AD";"Court";22,2569763958783;26,0637957317073;27,6006097560976;28,2577004219409;30,3363840772818;"Terrestre"
"PHYCOL";2002;"AD";"Court";6,43636363636364;7,15266053662948;7,61290322580644;8;9,58061425061425;"Terrestre"
"PRUMOD";2002;"AD";"Court";16,8630136986302;18,3687943262411;19,2503572157584;20,3414453467954;23,6181640625;"Terrestre"
"PYRULA";2002;"AD";"Court";18,225;20,1;20,9164556962025;22,1337209302325;24,80625;"Terrestre"
"SYLATR";2002;"AD";"Court";15,0930713054523;16,3885135135134;17,1499999999999;18,375;21,3368342264678;"Terrestre"
"TROTRO";2002;"AD";"Court";8,1253989361702;9,3372222222222;10;10,3549145299145;11,468085106383;"Terrestre"
"TURMER";2002;"AD";"Court";77,457666666667;83,8809681697613;87,1303258145364;91,0714285714286;104,069262295082;"Terrestre"
"TURPHI";2002;"AD";"Court";58,7732989238604;64,7584707646177;67,95611814346;72,5755735492577;84,7471434997751;"Terrestre"
"AEGCAU";2003;"AD";"Court";6,6614406779661;7,7531779661017;8,00635593220339;8,21779661016949;9,50933908045977;"Terrestre"
"CETCET";2003;"AD";"Court";11,2442396313364;13,4219916044776;13,8432371250707;14,4415322580645;15,6357398873528;"Terrestre"
"ERIRUB";2003;"AD";"Court";14,5375657894737;15,7152777777778;16,4507042253521;17,3621191956832;22,36875;"Terrestre"
"FRICOE";2003;"AD";"Court";18,4295085539937;20,2352941176471;21,039755351682;22,0776119402985;24,4682926829268;"Terrestre"
"PAPALU";2003;"AD";"Court";10,0219558189655;10,5258196721311;10,7153846153846;11,3028505015904;11,9522177419355;"Terrestre"
"PARCAE";2003;"AD";"Court";9,49890510948905;10,5813953488372;10,7518796992482;11,171875;11,9166666666667;"Terrestre"
"PARMAJ";2003;"AD";"Court";15,293359611886;16,8701352853966;17,3273155416013;18,2497401247401;20,8333333333333;"Terrestre"
"PASDOM";2003;"AD";"Court";25,252688172043;26,6352201257862;28,0729166666667;28,25;29,2920833333333;"Terrestre"
"PHYCOL";2003;"AD";"Court";6,28790584415585;7,22979699666295;7,55199999999996;7,99516129032257;9,96448598130841;"Terrestre"
"PRUMOD";2003;"AD";"Court";15,952178030303;18,2039033457249;19,0441176470588;20,1262960220059;22,0144927536232;"Terrestre"
"PYRULA";2003;"AD";"Court";19,0490981012658;20,7439024390243;21,7367088607595;22,6607142857142;26,5136645962733;"Terrestre"
"SYLATR";2003;"AD";"Court";14,9630526315789;16,3885135135134;17,4078947368421;18,4390243902439;21,2583568618375;"Terrestre"
"TROTRO";2003;"AD";"Court";7,95978723404255;9,30999999999996;9,8;10,29;11,3982556100982;"Terrestre"
"TURMER";2003;"AD";"Court";76,2992125984252;83,6718750000001;87,3991935483871;91,0714285714286;103,318965517241;"Terrestre"
"TURPHI";2003;"AD";"Court";59,0469911504425;64,1011569731082;67,0633333333335;70,5724248452696;85,4634239130434;"Terrestre"
"AEGCAU";2004;"AD";"Court";7,3018433626033;7,87096774193549;8,13333333333333;8,38834816462737;9,18542929292929;"Terrestre"
"CETCET";2004;"AD";"Court";11,7713513513513;13,4259602425876;15,0153846153847;15,25;15,8840928819445;"Terrestre"
"ERIRUB";2004;"AD";"Court";14,6730661155106;15,7837837837837;16,4753521126761;17,3577181208054;21,7472382336725;"Terrestre"
"FRICOE";2004;"AD";"Court";19,6955080470814;20,7586206896553;21,7471264367817;23,1538461538462;25,4739425816349;"Terrestre"
"PAPALU";2004;"AD";"Court";9,64635444209413;10,2862242199894;10,6192058823529;11,6054737109474;13,4746755826271;"Terrestre"
"PARCAE";2004;"AD";"Court";9,71725746268656;10,3462615283267;10,6734121363983;11,4705882352941;13,0385142206353;"Terrestre"
"PARMAJ";2004;"AD";"Court";15,5844155844155;16,9520547945206;17,5632911392406;18,4931506849315;20;"Terrestre"
"PASDOM";2004;"AD";"Court";22,184996371553;25,3353597601598;26,5337837837838;27,6805128205129;30,83;"Terrestre"
"PHYCOL";2004;"AD";"Court";6,55555555555555;7,24073154584575;7,55199999999996;8;9,65454545454546;"Terrestre"
"PRUMOD";2004;"AD";"Court";16,7679311774461;18,25;19;20;22,4042612064195;"Terrestre"
"PYRULA";2004;"AD";"Court";19,2097179878049;19,9268514094601;20,8062687125749;22,0443037974683;24,9841733344055;"Terrestre"
"SYLATR";2004;"AD";"Court";14,6999999999999;16,1699999999999;17,080985915493;18,1232876712329;21,47425;"Terrestre"
"TROTRO";2004;"AD";"Court";8,32506648936171;9,38297872340425;9,89898989898993;10,4627659574468;12,25;"Terrestre"
"TURMER";2004;"AD";"Court";77,6761025241067;83,9880952380952;87,3788244181653;91,375;101,514967831765;"Terrestre"
"TURPHI";2004;"AD";"Court";60,1093487394959;64;66,8497854077253;70,8502015226153;79,9006452080614;"Terrestre"
"AEGCAU";2005;"AD";"Court";7,06079201101928;7,72301587301588;7,87096774193549;8,32742424242424;9,49025423728813;"Terrestre"
"CETCET";2005;"AD";"Court";12,4665751965924;13,3601674641148;14,0384615384616;14,7909893319787;15,9791666666667;"Terrestre"
"ERIRUB";2005;"AD";"Court";15,0294117647059;16,1677852348993;16,8731627862413;17,8775510204082;22,9489017693716;"Terrestre"
"FRICOE";2005;"AD";"Court";18,6647199142321;20,4120481927711;21,2584269662922;22,2962962962963;24,6217209690894;"Terrestre"
"PAPALU";2005;"AD";"Court";10,1684032258065;10,844262295082;11;11,1024590163934;12,8195454545454;"Terrestre"
"PARCAE";2005;"AD";"Court";9,74999999999997;10,3279389880952;10,6716417910448;11,3964618926451;12,6119402985075;"Terrestre"
"PARMAJ";2005;"AD";"Court";15,6235259433962;16,6666666666667;17,5162337662337;18,75;21,00625;"Terrestre"
"PASDOM";2005;"AD";"Court";23,7525;25,4182795698924;26,6635243841127;27,7002564102564;29,5614689994355;"Terrestre"
"PHYCOL";2005;"AD";"Court";6,55555555555556;7,19634146341464;7,44480318443166;7,97950819672128;10,1336206896552;"Terrestre"
"PRUMOD";2005;"AD";"Court";16,5164944356121;18,1294964028777;19,0441176470588;19,8906509121061;22,3782268303005;"Terrestre"
"PYRULA";2005;"AD";"Court";18,6677622377622;20,25;21,2378048780487;22,2128048780487;24,3174418604651;"Terrestre"
"SYLATR";2005;"AD";"Court";15,1027397260274;16,2433106367317;17,1164383561644;18,3591046712802;21,5599999999999;"Terrestre"
"TROTRO";2005;"AD";"Court";8,31772104018912;9,15384615384615;9,60784313725492;10;12,1642789598109;"Terrestre"
"TURMER";2005;"AD";"Court";77,0372093023257;83,7022900763356;88,0357142857143;93,75;103,53750352919;"Terrestre"
"TURPHI";2005;"AD";"Court";60,5141360089186;64,8136565116442;67,5726495726495;73,8761052246984;84,8443965517241;"Terrestre"
"AEGCAU";2006;"AD";"Court";6,83199999999997;7,56494573643409;8;8,3523917838434;9,47413793103449;"Terrestre"
"CETCET";2006;"AD";"Court";12,1370412844037;13,6724137931035;14,296875;15;16,3445993031359;"Terrestre"
"ERIRUB";2006;"AD";"Court";13,7003243243243;15,7837837837837;16,3728571428571;17,7285714285714;21,9811594202899;"Terrestre"
"FRICOE";2006;"AD";"Court";19,5888888888888;21,0222222222222;21,7654320987654;22,7356321839081;24,5714285714286;"Terrestre"
"PAPALU";2006;"AD";"Court";9,40431904161413;10,3394298996819;10,393846602508;10,6693548387097;10,8566110397946;"Terrestre"
"PARCAE";2006;"AD";"Court";10,0073529411765;10,5;10,8333333333333;11,2230215827338;12,896;"Terrestre"
"PARMAJ";2006;"AD";"Court";16,0972972972973;17;17,7631578947369;18,8155594405595;20,2702702702703;"Terrestre"
"PASDOM";2006;"AD";"Court";24,3699934210526;26,644705603039;27,72;29,2220394736842;32,0933300876339;"Terrestre"
"PHYCOL";2006;"AD";"Court";6,32142857142857;7,24773511647972;7,64814814814814;8,20046636517804;9,83333333333334;"Terrestre"
"PRUMOD";2006;"AD";"Court";17;18,2394366197184;19;19,8682406108774;22,0846425765907;"Terrestre"
"PYRULA";2006;"AD";"Court";19,0708860759494;20,37125748503;21,4698795180723;22,9421965317919;27,54;"Terrestre"
"SYLATR";2006;"AD";"Court";14,8986486486486;16,4407894736842;17,2941176470588;18,1424050632911;20,7042253521127;"Terrestre"
"TROTRO";2006;"AD";"Court";7,53408611228365;9,38297872340425;9,79999999999996;10,2083333333333;11,1263593380615;"Terrestre"
"TURMER";2006;"AD";"Court";74,0833582715959;83,0232558139537;87,0238095238095;91,219512195122;99,4117249015748;"Terrestre"
"TURPHI";2006;"AD";"Court";54,6964705882352;64,0862068965517;66,695652173913;70,4033613445376;79,2323956442831;"Terrestre"
"AEGCAU";2007;"AD";"Court";6,62008217770931;7,62500000000002;8;8,41379310344828;9,57301587301588;"Terrestre"
"CETCET";2007;"AD";"Court";9,78405104298356;13,7195340501792;14,758064516129;15,7813484251968;16,959493006993;"Terrestre"
"ERIRUB";2007;"AD";"Court";14,6622459078797;15,7837837837837;16,5466666666667;17,3752540816995;22,274375;"Terrestre"
"FRICOE";2007;"AD";"Court";19,0028592352024;20,5227272727272;21,3812154696132;22,2771084337349;25,3834757834758;"Terrestre"
"PAPALU";2007;"AD";"Court";9,79074519230767;10,1612903225806;10,5344262295082;10,9140625;11,8977049180328;"Terrestre"
