"SP";"YEAR";"AGE_first";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
"PARCAE";2007;"AD";"Court";9,6484375;10,4434096820203;10,8746819338422;11,171875;13,2925932568149;"Terrestre"
"PARMAJ";2007;"AD";"Court";15,3973509933774;16,7848557692308;17,5324675324675;18,503157801103;20,4662275174705;"Terrestre"
"PASDOM";2007;"AD";"Court";23,7116987179487;26,6583063021316;27,2192875689711;28,9641203703704;35,5324057610242;"Terrestre"
"PHYCOL";2007;"AD";"Court";6,55555555555555;7,14740591397849;7,61290322580644;8,08870967741934;9,65023538961039;"Terrestre"
"PRUMOD";2007;"AD";"Court";16,6822370266479;18,3946513002364;19,400336889388;20,2898550724638;22,2709732988803;"Terrestre"
"PYRULA";2007;"AD";"Court";18,2750620188195;20,0950663466968;21,5;22,9466353527608;26,898531047266;"Terrestre"
"SYLATR";2007;"AD";"Court";14,8986486486486;16,3333333333333;17,2344827586207;18,3749999999999;21,0431506849315;"Terrestre"
"TROTRO";2007;"AD";"Court";7,78249667553191;9,30876262626261;9,79999999999996;10,4255319148936;11,7173913043478;"Terrestre"
"TURMER";2007;"AD";"Court";77,4269789146214;83,8947338998215;87,96511627907;93,1178696888592;102,250359563253;"Terrestre"
"TURPHI";2007;"AD";"Court";59,2107142857141;65,4453781512603;68,4751082251082;73,7894648829431;84,6341304347826;"Terrestre"
"AEGCAU";2008;"AD";"Court";7,11666666666667;7,7542372881356;8;8,36290322580646;9,46446551724138;"Terrestre"
"CETCET";2008;"AD";"Court";12,3443892460549;13,3771929824561;14,7878787878788;15,3781512605042;16,4076575218571;"Terrestre"
"ERIRUB";2008;"AD";"Court";14,4972517730496;15,7837837837837;16,6717162032598;17,2635135135135;21,8523913043478;"Terrestre"
"FRICOE";2008;"AD";"Court";18,8792012865184;20,2782513237764;21,4999999999999;22,3905325443787;25,4639009139009;"Terrestre"
"PAPALU";2008;"AD";"Court";9,59682203389828;10,2146595208071;10,9096340898564;11;11,417942583732;"Terrestre"
"PARCAE";2008;"AD";"Court";9,62399732620317;10,531378248974;10,9926470588235;11,3433441558441;12,3374255952381;"Terrestre"
"PARMAJ";2008;"AD";"Court";15,5844155844155;16,9388652350981;17,5632911392406;18,2565789473685;20,7015653357532;"Terrestre"
"PASDOM";2008;"AD";"Court";22,5447115384616;25,8355263157895;26,6355650522318;28,2333333333333;31,0981285561878;"Terrestre"
"PHYCOL";2008;"AD";"Court";6,5971393034826;7,25409836065571;7,62931034482759;8,04545454545455;9,83333333333333;"Terrestre"
"PRUMOD";2008;"AD";"Court";16,7605633802818;18,2394366197184;19,136690647482;20;22,3473578698468;"Terrestre"
"PYRULA";2008;"AD";"Court";18,6616794478528;20,25;21,2142857142857;22,3441311852704;24,9905769230769;"Terrestre"
"SYLATR";2008;"AD";"Court";14,7698610354509;16,2256269592476;17,2344827586207;18,249126359639;20,9113856802879;"Terrestre"
"TROTRO";2008;"AD";"Court";8,26382978723404;9,38297872340425;9,70754716981136;10,2352659574468;11,585393258427;"Terrestre"
"TURMER";2008;"AD";"Court";76,8331275795991;84,011627906977;87,932779146141;92,3622047244095;103,447517421603;"Terrestre"
"TURPHI";2008;"AD";"Court";56,2466666666668;63,0039930871384;66,7061445341159;70,6487179487179;83,1862522686025;"Terrestre"
"AEGCAU";2009;"AD";"Court";6,56166666666667;7,51519999999997;7,80799999999997;8,16964285714286;8,84935483870968;"Terrestre"
"CETCET";2009;"AD";"Court";12,2;13,9163498098859;15;15,5;17,3963636363636;"Terrestre"
"ERIRUB";2009;"AD";"Court";14,7972972972972;15,7837837837837;16,5;17,3518575174825;22,1960494752624;"Terrestre"
"FRICOE";2009;"AD";"Court";19,1111111111111;20,1794007490637;21;22,0059523809524;25,7098602484472;"Terrestre"
"PAPALU";2009;"AD";"Court";9,72326249999998;10,3359375;10,7296875;10,8531656302996;11,8840198511166;"Terrestre"
"PARCAE";2009;"AD";"Court";9,57821428571428;10;10,3614267676767;11,0020161290323;12,1590201930404;"Terrestre"
"PARMAJ";2009;"AD";"Court";15,4109589041096;16,6666666666667;17,4295774647887;18,0194805194805;20,5;"Terrestre"
"PASDOM";2009;"AD";"Court";24,1170416666667;26,3045693115159;27,8618421052632;28,8141025641026;35,7235542888664;"Terrestre"
"PHYCOL";2009;"AD";"Court";6,66398356664637;7,31404958677686;7,62931034482759;8,11607295525791;9,73838802296964;"Terrestre"
"PRUMOD";2009;"AD";"Court";17,3216994242605;18,3818589025755;19,2753623188406;20,2194835680751;22,295;"Terrestre"
"PYRULA";2009;"AD";"Court";19,3969658187917;20,2756329113924;21,1732522796353;22,32035204786;24,4261920731707;"Terrestre"
"SYLATR";2009;"AD";"Court";14,7986577181208;16,2776700494647;17,1164383561644;18,3253287671232;21,3547297297296;"Terrestre"
"TROTRO";2009;"AD";"Court";8,16666666666667;9,1875;9,79999999999996;10,3157894736842;11,0626086956522;"Terrestre"
"TURMER";2009;"AD";"Court";77,0273192942516;84,0340909090908;88,2692307692312;91,9186046511631;101,359578537149;"Terrestre"
"TURPHI";2009;"AD";"Court";56,4942084942087;64,2330434782609;67,2892561983471;71,1900826446281;83,4137931034483;"Terrestre"
"AEGCAU";2010;"AD";"Court";7,37903225806452;7,76363636363636;7,98846153846155;8,36290322580646;9,72802419354839;"Terrestre"
"CETCET";2010;"AD";"Court";12,1061186186186;13,6822429906542;14,758064516129;15,741935483871;17;"Terrestre"
"ERIRUB";2010;"AD";"Court";14,7455067567567;15,8911564625851;16,579142488717;17,7430555555556;21,4491050469484;"Terrestre"
"FRICOE";2010;"AD";"Court";18,9812991573034;20,7912087912088;22;23,0957251507999;25,2015781922525;"Terrestre"
"PAPALU";2010;"AD";"Court";9,62513343499811;10,2899199695122;10,584;11,1996471774193;11,935546875;"Terrestre"
"PARCAE";2010;"AD";"Court";9,58178863745788;10,2631578947369;10,6716417910448;11,2062382518797;12,2913533834587;"Terrestre"
"PARMAJ";2010;"AD";"Court";15,867106613189;16,8318288854003;17,5324675324675;18,2432432432432;20,126517727052;"Terrestre"
"PASDOM";2010;"AD";"Court";22,5582076379975;26,219512195122;27,567901234568;29,2022834450235;30,3542105263158;"Terrestre"
"PHYCOL";2010;"AD";"Court";6,21052631578948;7,24073154584575;7,61290322580644;8,04545454545455;9,74762996941896;"Terrestre"
"PRUMOD";2010;"AD";"Court";16,9132867132867;18,5294117647059;19,3486832316619;20,2898550724638;22,7443218689163;"Terrestre"
"PYRULA";2010;"AD";"Court";19,200785472973;20,2380882352941;21,2383928571428;22,3157110945644;25,3308816964285;"Terrestre"
"SYLATR";2010;"AD";"Court";15,0079787234043;16,6130136986301;17,3817567567567;18,375;21,1935156813266;"Terrestre"
"TROTRO";2010;"AD";"Court";8,42372731854839;9,43240670220868;9,84803921568628;10,4518885967009;11,7521010928962;"Terrestre"
"TURMER";2010;"AD";"Court";77,6903195488723;84,5409034710138;88,109756097561;92,5403225806452;156,416748768473;"Terrestre"
"TURPHI";2010;"AD";"Court";59,7494444751536;63,5384615384615;66,8497854077253;70,4066666666669;83,1653171390013;"Terrestre"
"AEGCAU";2011;"AD";"Court";7,26369230769231;7,80799999999997;7,9;8,16964285714286;8,55762711864407;"Terrestre"
"CETCET";2011;"AD";"Court";11,9933382936508;13,7492063492064;14,6086618876942;15,1674501424502;16,2448983739837;"Terrestre"
"ERIRUB";2011;"AD";"Court";14,6;15,6068965517241;16,3356643356643;17,1013986013986;21,8083477094115;"Terrestre"
"FRICOE";2011;"AD";"Court";18,7675287356323;20,0415853318461;21,0113636363636;22,1089693154996;24,4295822126591;"Terrestre"
"PAPALU";2011;"AD";"Court";6,66580645161291;9,65322580645161;10,5;10,6615384615385;11,9664540337711;"Terrestre"
"PARCAE";2011;"AD";"Court";9,58183551198254;10,4295471503185;10,6678521455224;10,96875;12,3173677069199;"Terrestre"
"PARMAJ";2011;"AD";"Court";15,4975328947369;16,5204813700532;17,0886075949368;17,7631578947369;19,1489361702128;"Terrestre"
"PASDOM";2011;"AD";"Court";22,3058544303797;25,5854430379747;26,975;27,8389545022194;29,977173401493;"Terrestre"
"PHYCOL";2011;"AD";"Court";6,32142857142857;7,22448979591836;7,49795081967212;7,93277310924367;9,29350633528265;"Terrestre"
"PRUMOD";2011;"AD";"Court";16,0573476702509;17,891855551287;18,873001598721;19,8248189201054;22,597024623803;"Terrestre"
"PYRULA";2011;"AD";"Court";18,7449736445783;20,25;21,1090909090909;22,1596518987342;24,5962837837838;"Terrestre"
"SYLATR";2011;"AD";"Court";14,7980999999999;16,2715;17,1164383561644;18,1855670103093;20,858108108108;"Terrestre"
"TROTRO";2011;"AD";"Court";8,07109929078014;9,30999999999996;9,67548076923076;10,2032797029703;11,7234941123188;"Terrestre"
"TURMER";2011;"AD";"Court";76,5000000000003;83,6718750000001;87,3705179282869;91,9672131147544;103,004120879121;"Terrestre"
"TURPHI";2011;"AD";"Court";60,51817562968;64,8032786885243;67,4285714285712;71,5120689655172;79,9327731092437;"Terrestre"
"AEGCAU";2012;"AD";"Court";7,11272270114943;7,78225680102549;7,96672240802677;8,43534482758621;9,30508474576271;"Terrestre"
"CETCET";2012;"AD";"Court";11,6417410714286;14,1593231162197;14,758064516129;15,2743172179813;16,8590551181102;"Terrestre"
"ERIRUB";2012;"AD";"Court";14,8347771852119;15,8738255033557;16,7291666666667;17,8048780487805;22,1989189189188;"Terrestre"
"FRICOE";2012;"AD";"Court";19,3276544943821;20,6062166285278;21,5;22,4829545454545;24,876154158215;"Terrestre"
"PAPALU";2012;"AD";"Court";9,5584326923077;10,3287212171052;10,6995211693548;10,9671476761619;11,8093245967741;"Terrestre"
"PARCAE";2012;"AD";"Court";9,77478608630953;10,3717391304348;10,8333333333333;11,2573818897638;12,3229166666666;"Terrestre"
"PARMAJ";2012;"AD";"Court";15,3852521650535;16,9520547945206;17,5324675324675;18,2466216216216;20,708341316218;"Terrestre"
"PASDOM";2012;"AD";"Court";24,6417806718597;26,6598345588236;27,7809210526316;28,4067774681528;30,3451384588923;"Terrestre"
"PHYCOL";2012;"AD";"Court";6,73774943082899;7,25973748473749;7,62931034482759;7,97624058484713;9,80175840978593;"Terrestre"
"PRUMOD";2012;"AD";"Court";16,9592074592075;18,2482758620689;19,2073617065775;20,0174825174825;24,0100371747212;"Terrestre"
"PYRULA";2012;"AD";"Court";19,1991147151899;20,0030120481928;20,5697368421053;21,5671486686391;24,9362047526941;"Terrestre"
"SYLATR";2012;"AD";"Court";15,0997463902258;16,2785234899329;17,1334459459459;18,1363636363636;21,1810011951825;"Terrestre"
"TROTRO";2012;"AD";"Court";8,2648013493253;9,50728155339804;9,89898989898993;10,3548644338118;11,0409373151981;"Terrestre"
"TURMER";2012;"AD";"Court";78,2243639755768;83,6825182325186;87,3991935483871;91,7707596391935;105,336305451247;"Terrestre"
"TURPHI";2012;"AD";"Court";59,4955449619313;63,4250000000002;66,695652173913;71,2068965517241;86,568778564057;"Terrestre"
"AEGCAU";2013;"AD";"Court";7,09125;7,79159663865546;8;8,41379310344828;9,0385733333333;"Terrestre"
"CETCET";2013;"AD";"Court";12,6063716141515;14,010175909362;14,7459553349876;15,5425196850394;16,2721130952381;"Terrestre"
"ERIRUB";2013;"AD";"Court";15,1688311688311;16,06;16,8896685095443;17,9078859060403;21,4922872340426;"Terrestre"
"FRICOE";2013;"AD";"Court";18,8568374897232;20,3186813186813;21,2584269662922;22,2413793103449;25,4065810593901;"Terrestre"
"PAPALU";2013;"AD";"Court";8,84101187111362;9,71881009615383;10,4173228346456;11,2747278688525;15,0685483870968;"Terrestre"
"PARCAE";2013;"AD";"Court";8,26657196969696;10,3233225108225;10,6319702602231;10,988337753134;11,9661654135338;"Terrestre"
"PARMAJ";2013;"AD";"Court";15,7191780821918;16,5584415584415;17,4920382165605;18,2432432432432;20,5657511106997;"Terrestre"
"PASDOM";2013;"AD";"Court";24,5021033653847;26,7509523809524;27,6414365814289;28,4643899018232;30,2302;"Terrestre"
"PHYCOL";2013;"AD";"Court";6,5621582733813;7,25409836065571;7,64814814814814;8,06333333333336;9,65454545454546;"Terrestre"
"PRUMOD";2013;"AD";"Court";17,2602739726028;18,768115942029;19,8377818934524;21,2083866837388;23,6650246966606;"Terrestre"
"PYRULA";2013;"AD";"Court";19,1102473050095;20,1170149253731;21,0841791044776;22,5116883116883;27,0482142857143;"Terrestre"
"SYLATR";2013;"AD";"Court";14,8986486486486;16,5375;17,3817567567567;18,3749999999999;21,5957746478873;"Terrestre"
"TROTRO";2013;"AD";"Court";7,81914893617021;9,38297872340425;9,90537634408602;10,5;12,5106382978723;"Terrestre"
"TURMER";2013;"AD";"Court";78,4615384615388;83,7725631768954;87,3855455568054;92,520699950751;103,131527018822;"Terrestre"
"TURPHI";2013;"AD";"Court";59,9525;65,0924778761062;67,8185099592825;70,2048857368007;82,378558156819;"Terrestre"
"AEGCAU";2014;"AD";"Court";6,96131578947368;7,68551587301588;8;8,41379310344828;9,24803571428571;"Terrestre"
"CETCET";2014;"AD";"Court";12,2961698564593;14,1797134551495;14,8401892828579;15,4832089552238;16,7997967479674;"Terrestre"
"ERIRUB";2014;"AD";"Court";14,8832924836601;15,7837837837837;16,5466666666667;17,4698420251237;21,6525968309859;"Terrestre"
"FRICOE";2014;"AD";"Court";19,3775641025641;20,5448573898012;21,5000000000001;22,4808050383351;25,2697300594784;"Terrestre"
"PAPALU";2014;"AD";"Court";8,87422131147541;10,327868852459;10,5;10,8130347593583;11,8046829044117;"Terrestre"
"PARCAE";2014;"AD";"Court";9,32779017857143;10,2293650793651;10,7791062924309;11,215842683497;12,7922007568821;"Terrestre"
"PARMAJ";2014;"AD";"Court";15,2013422818792;16,8398797875315;17,5;18,1788079470198;20,2263513513513;"Terrestre"
"PASDOM";2014;"AD";"Court";24,4214969758064;26,3545292721518;27,6692307692308;29,110181706819;31,3765150166852;"Terrestre"
"PHYCOL";2014;"AD";"Court";6,66884649776453;7,21792452830189;7,61290322580644;7,86666666666669;9,89839935064935;"Terrestre"
"PRUMOD";2014;"AD";"Court";17,2833724569641;18,5352112676057;19,2753623188406;20,1438848920863;22,0583941605839;"Terrestre"
"PYRULA";2014;"AD";"Court";17,8156875;20,085625;21,3182926829268;22,3797643405188;25,8272910276074;"Terrestre"
"SYLATR";2014;"AD";"Court";15,050152972028;16,3333333333333;17,2185616438356;18,1275168918918;21,15148903184;"Terrestre"
"TROTRO";2014;"AD";"Court";7,83526570048309;9,30999999999996;9,79999999999999;10,3427784577723;11,5161764705882;"Terrestre"
"TURMER";2014;"AD";"Court";78,0809824902725;83,7876867064977;88,2692307692312;92,8056665264926;104,15378852459;"Terrestre"
"TURPHI";2014;"AD";"Court";59,2194214876033;63,9370689655172;66,8666666666669;70,9062098177142;78,6204310344827;"Terrestre"
"AEGCAU";2015;"AD";"Court";6,89556451612904;7,70007239382237;7,87096774193549;8,27482644628098;9,01813171080885;"Terrestre"
"CETCET";2015;"AD";"Court";12,1374358974359;13,3090909090909;14,3821138211381;15,25;16,5006392694064;"Terrestre"
"ERIRUB";2015;"AD";"Court";14,7726351351351;15,7837837837837;16,4507042253521;17,2772979985174;22,3648788416076;"Terrestre"
"FRICOE";2015;"AD";"Court";19,0447717895004;20,2498309668695;20,9691358024691;22,1015936816868;24,3257142857143;"Terrestre"
"PAPALU";2015;"AD";"Court";9,69947368421049;10,3432835820896;10,6504616963064;10,97578125;12,0121323529412;"Terrestre"
"PARCAE";2015;"AD";"Court";9,49604978354977;10,4375405580792;10,8333333333333;11,3492063492064;12,8867424242424;"Terrestre"
"PARMAJ";2015;"AD";"Court";15,5068946747709;17;17,5324675324675;18,2432432432432;19,2708333333333;"Terrestre"
"PASDOM";2015;"AD";"Court";22,7335365853659;26,0402229299363;27,3552631578947;28,7170512820513;30,6094029966018;"Terrestre"
"PHYCOL";2015;"AD";"Court";6,75352315214264;7,31404958677686;7,64098360655735;7,97297297297297;9,65454545454546;"Terrestre"
"PRUMOD";2015;"AD";"Court";16,9059325282729;18,2608695652174;19,2753623188406;20,036231884058;24,4385380302549;"Terrestre"
"PYRULA";2015;"AD";"Court";19,6374375;20,95;21,6662576687117;23,222277607362;25,9341447368421;"Terrestre"
"SYLATR";2015;"AD";"Court";14,8986486486486;16,2206896551724;17,1164383561644;18,1232876712329;20,858108108108;"Terrestre"
"TROTRO";2015;"AD";"Court";8,41933962264152;9,58695652173913;10;10,5386285250558;11,8240538555692;"Terrestre"
"TURMER";2015;"AD";"Court";75,2952755905512;83,7240799817706;87,4702147553839;91,873956182096;104,38174015748;"Terrestre"
"TURPHI";2015;"AD";"Court";60,4358974358974;65;67,5726495726495;70,6039453665283;84,3694470477975;"Terrestre"
"AEGCAU";2016;"AD";"Court";7,00907747093998;7,5264655541292;7,96579900252782;8,41806840482197;9,53125000000002;"Terrestre"
"CETCET";2016;"AD";"Court";11,7177501741351;13,409009009009;14,4745762711864;15,3664122137404;16,8851981351982;"Terrestre"
"ERIRUB";2016;"AD";"Court";14,9940789473684;16,0419888123065;16,717449398377;17,6333603332562;22,1451709062003;"Terrestre"
"FRICOE";2016;"AD";"Court";18,8052409638554;20,3013865646666;21,1527950310559;22,5405027932961;24,2035928143713;"Terrestre"
"PAPALU";2016;"AD";"Court";9,83564338235291;10,3048918269231;10,584;11,0132462686567;11,498908765653;"Terrestre"
"PARCAE";2016;"AD";"Court";9,47476657329597;10,2741935483871;10,6821705426357;11,2666666666667;12,2572967852703;"Terrestre"
"PARMAJ";2016;"AD";"Court";15,1363636363636;16,4516129032259;17,1052631578947;18,1578947368422;20,1629166666667;"Terrestre"
"PASDOM";2016;"AD";"Court";23,7057006369427;25,2677419354838;27,5333333333334;28,1924732552216;30,4627433309301;"Terrestre"
"PHYCOL";2016;"AD";"Court";6,75117698658411;7,25409836065571;7,55199999999996;7,90178571428572;9,64423076923077;"Terrestre"
"PRUMOD";2016;"AD";"Court";17,0171010011778;18,1263920370553;19,136690647482;20,0506535947712;23,3333333333333;"Terrestre"
"PYRULA";2016;"AD";"Court";19,1386627906977;20,506329113924;21,36375;21,8325153374233;24,4061475128645;"Terrestre"
"SYLATR";2016;"AD";"Court";14,8986486486486;16,3885135135134;17,2344827586207;18,2473771093177;20,6762729454643;"Terrestre"
"TROTRO";2016;"AD";"Court";8,61989130434782;9,69229468599033;10;10,4817708333333;12,1067023482328;"Terrestre"
"TURMER";2016;"AD";"Court";77,9073356823792;83,8491295938103;87,833333333333;92,4111570247934;104,299612403101;"Terrestre"
"TURPHI";2016;"AD";"Court";57,7187500000001;64,9935146443514;68,1775862068966;73,1999097159524;84,1335138846506;"Terrestre"
"AEGCAU";2017;"AD";"Court";6,77472835314092;7,46666666666668;7,75;8,15885634588563;8,82321428571429;"Terrestre"
"CETCET";2017;"AD";"Court";11,4348276869159;13,0422444183314;14,4848837209302;15,4920634920635;16,271469816273;"Terrestre"
"ERIRUB";2017;"AD";"Court";14,5924742268041;15,7461204481793;16,5466666666667;17,6498873873874;22,2663126873127;"Terrestre"
"FRICOE";2017;"AD";"Court";18,6299231893356;20,2669909458679;21,0274154589371;22,0482797881972;24,606577540107;"Terrestre"
"PAPALU";2017;"AD";"Court";9,76039024390244;10,0094;10,4755813953488;10,7857503025414;11,3879032258065;"Terrestre"
"PARCAE";2017;"AD";"Court";9,40675133689835;10,2139705882353;10,7518796992482;10,9963235294117;12,3402255639098;"Terrestre"
"PARMAJ";2017;"AD";"Court";15,586677631579;16,7677207130731;17,4448885658915;18,0401006711409;20,1536467974824;"Terrestre"
"PASDOM";2017;"AD";"Court";23,8292171885409;26,6553086419753;27,6410256410257;28,6211993382961;30,4887335059811;"Terrestre"
"PHYCOL";2017;"AD";"Court";6,59099099099099;7,13889604228786;7,5;7,81038395660861;9,61323095823096;"Terrestre"
"PRUMOD";2017;"AD";"Court";17,0430143160127;18,3761487246812;19,1447342126299;19,8960144927536;22,306425708142;"Terrestre"
"PYRULA";2017;"AD";"Court";18,7303037383178;20,1009378140002;21,3413173652695;22,3981304679276;26,254373151981;"Terrestre"
"SYLATR";2017;"AD";"Court";14,8018799294313;16,2316409861325;16,9954545454545;17,8645833333333;20,8542610392081;"Terrestre"
"TROTRO";2017;"AD";"Court";7,97658985243583;9,30999999999996;9,89607843137257;10,4255319148936;12,2439590206633;"Terrestre"
"TURMER";2017;"AD";"Court";77,4137844799068;83,6679378705534;87,3855455568054;91,1889644927883;102,703620919063;"Terrestre"
"TURPHI";2017;"AD";"Court";59,4670833333335;64,6642521367523;68,0593421636821;70,9786806596701;82,0731211317418;"Terrestre"
"AEGCAU";2018;"AD";"Court";6,64151260504202;7,625;8;8,27118644067797;9,45300653594771;"Terrestre"
"CETCET";2018;"AD";"Court";12,1033820584702;13,951351070103;14,6399999999999;15,1259834710743;16,3198106060606;"Terrestre"
"ERIRUB";2018;"AD";"Court";14,6;15,7191182659933;16,4187068965517;17,2973684210526;22,2787633341603;"Terrestre"
"FRICOE";2018;"AD";"Court";19,0563414634146;20,3463414634146;21,2409638554217;22,1761006289308;24,6538461538461;"Terrestre"
"PAPALU";2018;"AD";"Court";9,576;10,2315789473684;10,5677419354839;11,0125984251968;11,9055118110236;"Terrestre"
"PARCAE";2018;"AD";"Court";9,57540553435113;10,4838709677419;10,7518796992482;11,3;12,3763326226013;"Terrestre"
"PARMAJ";2018;"AD";"Court";15,5867532467532;16,6948198198198;17,4193548387097;18,2565789473685;20,3424657534247;"Terrestre"
"PASDOM";2018;"AD";"Court";23,0582648726673;26,0783018867925;27,3189583333333;28,7805187809476;30,4929746835442;"Terrestre"
"PHYCOL";2018;"AD";"Court";6,53110922801538;7,22722506989748;7,50909090909091;8,00728755364806;9,65454545454546;"Terrestre"
"PRUMOD";2018;"AD";"Court";16,7696574456397;18,2835820895522;19,0909090909091;20,0735294117647;22,2238562091503;"Terrestre"
"PYRULA";2018;"AD";"Court";18,3194709816097;19,7574736445783;20,6788235294118;21,8781847708409;26,625412087912;"Terrestre"
"SYLATR";2018;"AD";"Court";14,8921568627451;16,2321724397591;17,0184030281182;18,115272887324;21,1452646928856;"Terrestre"
"TROTRO";2018;"AD";"Court";8,4;9,49017708333331;9,90481583161748;10,401837524178;11,8649102564102;"Terrestre"
"TURMER";2018;"AD";"Court";77,0781349254496;84,1573841698846;87,4741087174522;91,7903409090908;102,726619249395;"Terrestre"
"TURPHI";2018;"AD";"Court";58,7655562923666;64,4965517241379;66,617067833698;69,7427104722792;79,710672364449;"Terrestre"
"AEGCAU";2019;"AD";"Court";6,97413151364766;7,61185344827586;8;8,26618370694369;9,26850693188668;"Terrestre"
"CETCET";2019;"AD";"Court";11,7635419630156;13,1891891891892;14,2497311827957;15,0079365079365;15,8733842687824;"Terrestre"
"ERIRUB";2019;"AD";"Court";14,7320953153473;15,8911564625851;16,6527304175933;17,441610738255;22,7826617263236;"Terrestre"
"FRICOE";2019;"AD";"Court";18,67947728383;20,5523748723187;21,6048780487805;22,5119047619048;25,2266666666667;"Terrestre"
"PAPALU";2019;"AD";"Court";9,94426276352552;10,2668604651163;10,5559949892627;10,828125;11,3261956114029;"Terrestre"
"PARCAE";2019;"AD";"Court";9,83164469118665;10,340909090909;10,765625;11,3257575757575;12,7391376451078;"Terrestre"
"PARMAJ";2019;"AD";"Court";15,8722165991903;16,9520547945206;17,5;18,4459459459459;20,8357571147306;"Terrestre"
"PASDOM";2019;"AD";"Court";23,2985534591195;26,4526850507983;27,6714520098441;28,4670312932705;33,2578807947019;"Terrestre"
"PHYCOL";2019;"AD";"Court";6,52027831402832;7,16625500667557;7,50909090909091;7,86666666666666;9,70542267365662;"Terrestre"
"PRUMOD";2019;"AD";"Court";17,0061594202899;18,3457419017763;19,2619863013699;20,0730682057769;23,1527963458111;"Terrestre"
"PYRULA";2019;"AD";"Court";18,9674333206687;20,1395509115162;21,1344827586208;22,6391065456283;26,4793940609951;"Terrestre"
"SYLATR";2019;"AD";"Court";14,8688058419244;16,3142381716119;17,1247709022201;18,1232876712329;20,7967226480994;"Terrestre"
"TROTRO";2019;"AD";"Court";8,42588235294119;9,38297872340425;10,0307872928177;10,549402281202;12,009698251551;"Terrestre"
"TURMER";2019;"AD";"Court";76,6940217391306;83,9634146341464;87,4861660079051;92,8928571428572;106,475;"Terrestre"
"TURPHI";2019;"AD";"Court";59,6116612061553;64,6846083287471;67,2851063829787;70,9208821052269;83,9115310698269;"Terrestre"
"AEGCAU";2020;"AD";"Court";7,40416666666667;7,77600583698143;8,09734513274337;8,37520161290323;9,10644673754427;"Terrestre"
"CETCET";2020;"AD";"Court";11,2971178451178;13,4665147119768;14,5461538461539;15,1186153846154;16,6678770380435;"Terrestre"
"ERIRUB";2020;"AD";"Court";14,6166716216216;15,7837837837837;16,5673758865248;17,4855811403509;22,0072027972028;"Terrestre"
"FRICOE";2020;"AD";"Court";18,7999671592776;20,5417598727803;21,3573474607234;22,205736660053;24,1194752298264;"Terrestre"
"PAPALU";2020;"AD";"Court";9,25540783686526;10,0707011070111;10,3502268145161;10,5694262295082;11,5063496433488;"Terrestre"
"PARCAE";2020;"AD";"Court";9,83377777777777;10,3174603174603;10,7924528301887;11,259842519685;12,7543307086614;"Terrestre"
"PARMAJ";2020;"AD";"Court";15,5316690412336;16,943413729128;17,5862068965517;18,2736882322975;20,7986308677098;"Terrestre"
"PASDOM";2020;"AD";"Court";24,4177721518987;26,2;27,2771241830065;28,6002660861152;33,4309523809524;"Terrestre"
"PHYCOL";2020;"AD";"Court";6,56277268093783;7,1920987907358;7,5;7,83090909090909;9,71678651128192;"Terrestre"
"PRUMOD";2020;"AD";"Court";16,6736433305717;18,2608695652174;19,1898446083817;20,0801470588235;22,9860050890585;"Terrestre"
"PYRULA";2020;"AD";"Court";19,3505168918919;20,3923322683706;21,3316770186335;22,4225165562914;25,6576604103013;"Terrestre"
"SYLATR";2020;"AD";"Court";14,951329787234;16,2759083044983;17;17,9219178082192;20,5102272727272;"Terrestre"
"TROTRO";2020;"AD";"Court";8,48164170394868;9,38297872340425;9,8;10,29;12,2604255319149;"Terrestre"
"TURMER";2020;"AD";"Court";76,6862524703556;83,64796875;87,595419847328;92,0815524193548;102,375964979757;"Terrestre"
"TURPHI";2020;"AD";"Court";58,9092307692306;64,3617521367521;67,3546365914787;71,4338842975206;84,1930064927919;"Terrestre"
"AEGCAU";2021;"AD";"Court";7,39654761904762;7,84673273567727;8,08300889877642;8,43004201680672;9,63587875939849;"Terrestre"
"CETCET";2021;"AD";"Court";11,3285714285714;13,4043652382859;14,5068965517241;15,0153846153847;16,9324193548387;"Terrestre"
"ERIRUB";2021;"AD";"Court";14,6085451505017;15,8316458189698;16,5466666666667;17,4242049808429;22,1313064435564;"Terrestre"
"FRICOE";2021;"AD";"Court";19,1926829268293;20,5444444444444;21,3482352941176;22,7229357798165;25,1137609153869;"Terrestre"
"PAPALU";2021;"AD";"Court";9,446393129771;9,92125984251967;10,4839694656489;11,0176311253386;11,5082386363636;"Terrestre"
"PARCAE";2021;"AD";"Court";9,50087953091685;10,4603647791353;10,8254257907543;11,3767195767196;12,9660493248312;"Terrestre"
"PARMAJ";2021;"AD";"Court";15,5829326923077;16,8091836734694;17,5;18,2844153964885;20,4991979522184;"Terrestre"
"PASDOM";2021;"AD";"Court";24,6436438923395;26,1699346405229;27,4246575342466;28,5723270440252;30,339830220713;"Terrestre"
"PHYCOL";2021;"AD";"Court";6,49425000000001;7,26356456043956;7,58571428571429;7,93277310924367;10,3296825396825;"Terrestre"
"PRUMOD";2021;"AD";"Court";17,0967768745293;18,5700163398693;19,3239436619719;20,250736497545;24,2240579710145;"Terrestre"
"PYRULA";2021;"AD";"Court";18,8314409156371;20,5658938120703;21,3597129186603;23,1790178571428;28,6988445378151;"Terrestre"
